phi,kxx
0.22554100010000003,1.002871980528e-08
0.23303200010000003,8.338811038689999e-09
0.23303200010000003,8.338811038689999e-09
0.2505730001,7.499107087351e-09
0.2505730001,7.499107087351e-09
0.2620190001,7.632766109869999e-08
0.2620190001,7.632766109869999e-08
0.26462400010000003,1.4611300764170002e-07
0.26462400010000003,1.4611300764170002e-07
0.19020600010000002,2.626923355309e-08
0.19020600010000002,2.626923355309e-08
0.21462900010000002,4.114818791622e-08
0.21462900010000002,4.114818791622e-08
0.14282700010000002,1.016669168262e-08
0.14282700010000002,1.016669168262e-08
0.0967540001,5.295169189189001e-09
0.0967540001,5.295169189189001e-09
0.1307730001,9.843918417355e-09
0.1307730001,9.843918417355e-09
0.1315780001,8.81095514541e-09
0.1315780001,8.81095514541e-09
0.1501680001,7.152173939701999e-09
0.1501680001,7.152173939701999e-09
0.1232830001,2.265739035208e-09
0.1232830001,2.265739035208e-09
0.1413490001,2.7491241983150002e-09
0.1413490001,2.7491241983150002e-09
0.1050090001,1.6946953445950002e-09
0.1050090001,1.6946953445950002e-09
0.0979120001,7.928665453676e-10
0.0979120001,7.928665453676e-10
0.1249590001,1.661564329414e-09
0.1249590001,1.661564329414e-09
0.1094270001,9.073437266278001e-10
0.1094270001,9.073437266278001e-10
0.1374250001,1.391344729874e-09
0.1374250001,1.391344729874e-09
0.1541550001,5.227110958420999e-09
0.1541550001,5.227110958420999e-09
0.15301000010000002,3.836920928808e-09
0.15301000010000002,3.836920928808e-09
0.13716800010000002,1.194887777776e-09
0.13716800010000002,1.194887777776e-09
0.1208900001,1.3980656775470001e-09
0.1208900001,1.3980656775470001e-09
0.14801200009999999,3.4682063839280003e-09
0.14801200009999999,3.4682063839280003e-09
0.17597300010000003,5.669420373782e-09
0.17597300010000003,5.669420373782e-09
0.1834050001,4.490718138126e-09
0.1834050001,4.490718138126e-09
0.1880520001,5.426686588147e-09
0.1880520001,5.426686588147e-09
0.1728760001,5.351216563396e-09
0.1728760001,5.351216563396e-09
0.2152570001,8.630713343131e-09
0.2152570001,8.630713343131e-09
0.22693100010000003,1.883582594982e-08
0.22693100010000003,1.883582594982e-08
0.2613490001,4.0273477795429995e-08
0.2613490001,4.0273477795429995e-08
0.24424600010000003,2.039486868683e-08
0.24424600010000003,2.039486868683e-08
0.2925870001,2.5562497777959998e-08
0.2925870001,2.5562497777959998e-08
0.2931670001,1.603987224092e-07
0.2931670001,1.603987224092e-07
0.23655600010000002,3.947841238495e-08
0.23655600010000002,3.947841238495e-08
0.1968300001,3.613254501329e-08
0.1968300001,3.613254501329e-08
0.1657060001,2.076772830957e-08
0.1657060001,2.076772830957e-08
0.0974040001,5.68793505489e-09
0.0974040001,5.68793505489e-09
0.08485200009999999,6.215623204934e-09
0.08485200009999999,6.215623204934e-09
0.1158440001,8.27880610205e-09
0.1158440001,8.27880610205e-09
0.1215470001,4.837453901115e-09
0.1215470001,4.837453901115e-09
0.1365890001,6.880187747454999e-09
0.1365890001,6.880187747454999e-09
0.14293600010000002,4.014576992041e-09
0.14293600010000002,4.014576992041e-09
0.0846380001,7.787150521689e-10
0.0846380001,7.787150521689e-10
0.1368840001,2.186775301975e-09
0.1368840001,2.186775301975e-09
0.1253010001,9.751285796417e-10
0.1253010001,9.751285796417e-10
0.1366860001,1.880000063403e-09
0.1366860001,1.880000063403e-09
0.1337320001,1.321460691001e-09
0.1337320001,1.321460691001e-09
0.1109900001,1.061554439946e-09
0.1109900001,1.061554439946e-09
0.1784310001,7.636763149234999e-09
0.1784310001,7.636763149234999e-09
0.1934940001,7.588838153787e-09
0.1934940001,7.588838153787e-09
0.1486930001,2.274976637296e-09
0.1486930001,2.274976637296e-09
0.1551090001,4.809731225618e-09
0.1551090001,4.809731225618e-09
0.2014930001,9.161184616880999e-09
0.2014930001,9.161184616880999e-09
0.17577600010000002,3.5447324166100005e-09
0.17577600010000002,3.5447324166100005e-09
0.16578300010000002,3.240592263249e-09
0.16578300010000002,3.240592263249e-09
0.19969900010000002,6.688191688673001e-09
0.19969900010000002,6.688191688673001e-09
0.23122600010000002,1.598687445971e-08
0.23122600010000002,1.598687445971e-08
0.2102920001,1.161371862508e-08
0.2102920001,1.161371862508e-08
0.2295190001,1.665867315002e-08
0.2295190001,1.665867315002e-08
0.2611130001,3.413836779331e-08
0.2611130001,3.413836779331e-08
0.2650550001,2.474838474779e-08
0.2650550001,2.474838474779e-08
0.2828600001,2.1200099407299998e-08
0.2828600001,2.1200099407299998e-08
0.2874780001,1.874384469826e-07
0.2874780001,1.874384469826e-07
0.2435370001,7.309923759974001e-08
0.2435370001,7.309923759974001e-08
0.2056900001,5.233881252259e-08
0.2056900001,5.233881252259e-08
0.1588650001,2.054034118125e-08
0.1588650001,2.054034118125e-08
0.1162690001,7.075105099204999e-09
0.1162690001,7.075105099204999e-09
0.0883550001,5.191611327319999e-09
0.0883550001,5.191611327319999e-09
0.1000070001,5.220843995466e-09
0.1000070001,5.220843995466e-09
0.1335090001,8.94774271479e-09
0.1335090001,8.94774271479e-09
0.1998830001,1.632015845812e-08
0.1998830001,1.632015845812e-08
0.1361430001,3.208497517533e-09
0.1361430001,3.208497517533e-09
0.1003800001,1.19792750154e-09
0.1003800001,1.19792750154e-09
0.13885300009999998,1.3241549916099999e-09
0.13885300009999998,1.3241549916099999e-09
0.14457300010000002,2.132425435844e-09
0.14457300010000002,2.132425435844e-09
0.0933420001,6.642230670592e-10
0.0933420001,6.642230670592e-10
0.1277620001,1.4267357994120002e-09
0.1277620001,1.4267357994120002e-09
0.1161320001,1.647323026195e-09
0.1161320001,1.647323026195e-09
0.1000640001,6.624989120541001e-10
0.1000640001,6.624989120541001e-10
0.1499170001,2.334004519869e-09
0.1499170001,2.334004519869e-09
0.2076840001,6.879605462708001e-09
0.2076840001,6.879605462708001e-09
0.2027160001,1.053777484342e-08
0.2027160001,1.053777484342e-08
0.19953900010000003,7.831078477771999e-09
0.19953900010000003,7.831078477771999e-09
0.2021870001,6.372553878867e-09
0.2021870001,6.372553878867e-09
0.1840270001,4.521204198863e-09
0.1840270001,4.521204198863e-09
0.1907470001,5.530777388598e-09
0.1907470001,5.530777388598e-09
0.1901200001,4.080355429986e-09
0.1901200001,4.080355429986e-09
0.2032220001,1.0951295706119998e-08
0.2032220001,1.0951295706119998e-08
0.20503100010000003,8.316141410489001e-09
0.20503100010000003,8.316141410489001e-09
0.2480340001,2.278045968759e-08
0.2480340001,2.278045968759e-08
0.2338200001,1.6084579866409997e-08
0.2338200001,1.6084579866409997e-08
0.2804640001,3.0775722725549994e-08
0.2804640001,3.0775722725549994e-08
0.2901760001,3.1541575206350005e-07
0.2901760001,3.1541575206350005e-07
0.2015390001,3.3228720587699996e-08
0.2015390001,3.3228720587699996e-08
0.1861110001,3.8500963548629996e-08
0.1861110001,3.8500963548629996e-08
0.1451790001,1.684569511537e-08
0.1451790001,1.684569511537e-08
0.1125630001,8.509015831008e-09
0.1125630001,8.509015831008e-09
0.0912200001,5.795608386919999e-09
0.0912200001,5.795608386919999e-09
0.1068040001,4.628058384554e-09
0.1068040001,4.628058384554e-09
0.06904300009999999,1.342570980388e-09
0.06904300009999999,1.342570980388e-09
0.1486110001,3.8675451588069995e-09
0.1486110001,3.8675451588069995e-09
0.1656740001,3.9045942594890005e-09
0.1656740001,3.9045942594890005e-09
0.1286380001,2.248990946807e-09
0.1286380001,2.248990946807e-09
0.13800000010000002,1.87525296233e-09
0.13800000010000002,1.87525296233e-09
0.1523520001,1.436220132325e-09
0.1523520001,1.436220132325e-09
0.1166670001,1.005289942613e-09
0.1166670001,1.005289942613e-09
0.0895360001,5.747071499026001e-10
0.0895360001,5.747071499026001e-10
0.0994200001,5.367905436399e-10
0.0994200001,5.367905436399e-10
0.0973320001,6.310061895511e-10
0.0973320001,6.310061895511e-10
0.1122920001,5.963464301783998e-10
0.1122920001,5.963464301783998e-10
0.1901060001,3.837641382817e-09
0.1901060001,3.837641382817e-09
0.1987960001,5.34567005445e-09
0.1987960001,5.34567005445e-09
0.1957400001,6.530175399109999e-09
0.1957400001,6.530175399109999e-09
0.18382700010000003,4.576491642129e-09
0.18382700010000003,4.576491642129e-09
0.1625640001,3.268541931105e-09
0.1625640001,3.268541931105e-09
0.14208000010000002,1.991443442439e-09
0.14208000010000002,1.991443442439e-09
0.2049940001,8.465176698022e-09
0.2049940001,8.465176698022e-09
0.24899500010000003,2.231028942747e-08
0.24899500010000003,2.231028942747e-08
0.2408470001,1.932247782905e-08
0.2408470001,1.932247782905e-08
0.2584130001,2.889869330128e-08
0.2584130001,2.889869330128e-08
0.2223010001,1.2522576292049998e-08
0.2223010001,1.2522576292049998e-08
0.2511780001,2.114848331871e-08
0.2511780001,2.114848331871e-08
0.2607020001,1.2878066064709998e-07
0.2607020001,1.2878066064709998e-07
0.2184770001,1.3066864492000001e-07
0.2184770001,1.3066864492000001e-07
0.1811430001,5.077641424635999e-08
0.1811430001,5.077641424635999e-08
0.1580700001,2.344692899208e-08
0.1580700001,2.344692899208e-08
0.14237800009999999,1.534922331558e-08
0.14237800009999999,1.534922331558e-08
0.0936110001,7.619807806941e-09
0.0936110001,7.619807806941e-09
0.1350920001,4.8605676448009994e-09
0.1350920001,4.8605676448009994e-09
0.1199030001,2.889069922255e-09
0.1199030001,2.889069922255e-09
0.1637650001,4.822442797722e-09
0.1637650001,4.822442797722e-09
0.16236900010000002,4.762733938072001e-09
0.16236900010000002,4.762733938072001e-09
0.14496700010000002,2.2609327187370003e-09
0.14496700010000002,2.2609327187370003e-09
0.1179690001,8.451695325744e-10
0.1179690001,8.451695325744e-10
0.0762270001,2.986489121198e-10
0.0762270001,2.986489121198e-10
0.0836950001,3.2088824176199995e-10
0.0836950001,3.2088824176199995e-10
0.024283000099999997,8.264298329540001e-11
0.024283000099999997,8.264298329540001e-11
0.07841300009999999,2.114986501133e-10
0.07841300009999999,2.114986501133e-10
0.0925410001,4.400562694671e-10
0.0925410001,4.400562694671e-10
0.1243930001,9.421791583479e-10
0.1243930001,9.421791583479e-10
0.1212510001,7.849454989618e-10
0.1212510001,7.849454989618e-10
0.1586570001,2.504623819973e-09
0.1586570001,2.504623819973e-09
0.1633200001,1.998628244063e-09
0.1633200001,1.998628244063e-09
0.18415700010000002,3.191690213734e-09
0.18415700010000002,3.191690213734e-09
0.1485650001,2.37325445951e-09
0.1485650001,2.37325445951e-09
0.1424430001,2.260014880068e-09
0.1424430001,2.260014880068e-09
0.1828640001,5.406582960526e-09
0.1828640001,5.406582960526e-09
0.2491680001,2.927984307974e-08
0.2491680001,2.927984307974e-08
0.2342360001,2.040769868973e-08
0.2342360001,2.040769868973e-08
0.2217170001,1.244105642747e-08
0.2217170001,1.244105642747e-08
0.19781400010000003,1.0955144706990001e-08
0.19781400010000003,1.0955144706990001e-08
0.22823300010000003,2.433565342373e-08
0.22823300010000003,2.433565342373e-08
0.22148500010000002,4.2857539071820004e-08
0.22148500010000002,4.2857539071820004e-08
0.1711540001,2.435410888944e-08
0.1711540001,2.435410888944e-08
0.1668820001,3.1858969739630004e-08
0.1668820001,3.1858969739630004e-08
0.1771980001,3.4946559283679987e-08
0.1771980001,3.4946559283679987e-08
0.15256800010000002,2.9880879369440003e-08
0.15256800010000002,2.9880879369440003e-08
0.1370980001,7.484184807054999e-09
0.1370980001,7.484184807054999e-09
0.13058700010000002,3.755450410393e-09
0.13058700010000002,3.755450410393e-09
0.1427920001,3.331181952956e-09
0.1427920001,3.331181952956e-09
0.1423380001,2.154907548618e-09
0.1423380001,2.154907548618e-09
0.08417000009999999,5.464041635051999e-10
0.08417000009999999,5.464041635051999e-10
0.1175290001,9.051695345978999e-10
0.1175290001,9.051695345978999e-10
0.14204800010000002,1.0788354669289996e-09
0.14204800010000002,1.0788354669289996e-09
0.0999510001,2.677068928182e-10
0.0999510001,2.677068928182e-10
0.0431350001,9.13742937305e-11
0.0431350001,9.13742937305e-11
0.034486000100000004,8.89178416368e-11
0.034486000100000004,8.89178416368e-11
0.0584520001,1.023903316051e-10
0.0584520001,1.023903316051e-10
0.0659600001,1.290264045488e-10
0.0659600001,1.290264045488e-10
0.0951140001,2.948275451022e-10
0.0951140001,2.948275451022e-10
0.1070680001,4.712844965256998e-10
0.1070680001,4.712844965256998e-10
0.1524940001,1.198904555607e-09
0.1524940001,1.198904555607e-09
0.1406420001,9.724569782686e-10
0.1406420001,9.724569782686e-10
0.14993000010000002,1.531547053872e-09
0.14993000010000002,1.531547053872e-09
0.12500500009999999,1.656807359108e-09
0.12500500009999999,1.656807359108e-09
0.1315130001,1.4934518144919996e-09
0.1315130001,1.4934518144919996e-09
0.1057090001,9.782709434288998e-10
0.1057090001,9.782709434288998e-10
0.18598800010000002,5.652652546915e-09
0.18598800010000002,5.652652546915e-09
0.2156150001,1.337517933092e-08
0.2156150001,1.337517933092e-08
0.1807000001,6.450471473402e-09
0.1807000001,6.450471473402e-09
0.2225260001,1.394137722813e-08
0.2225260001,1.394137722813e-08
0.2572050001,2.5608192326750002e-08
0.2572050001,2.5608192326750002e-08
0.22134900010000003,3.8275747651569997e-08
0.22134900010000003,3.8275747651569997e-08
0.17319600010000002,1.412672142387e-08
0.17319600010000002,1.412672142387e-08
0.2088100001,4.568704817292e-08
0.2088100001,4.568704817292e-08
0.2208690001,7.985087858737001e-08
0.2208690001,7.985087858737001e-08
0.1702600001,1.572928747841e-08
0.1702600001,1.572928747841e-08
0.1031320001,2.509834774997e-09
0.1031320001,2.509834774997e-09
0.1858750001,1.801263322529e-08
0.1858750001,1.801263322529e-08
0.1948810001,1.520118482058e-08
0.1948810001,1.520118482058e-08
0.1323810001,2.276170814489e-09
0.1323810001,2.276170814489e-09
0.08870900009999999,6.570728077507001e-10
0.08870900009999999,6.570728077507001e-10
0.1409090001,1.475924056684e-09
0.1409090001,1.475924056684e-09
0.1592900001,1.967638852443e-09
0.1592900001,1.967638852443e-09
0.0937280001,2.2996201120969998e-10
0.0937280001,2.2996201120969998e-10
0.047195000099999995,1.2493462054700002e-10
0.047195000099999995,1.2493462054700002e-10
0.07767700009999999,2.6497015450730004e-10
0.07767700009999999,2.6497015450730004e-10
0.0482120001,1.4096521570889995e-10
0.0482120001,1.4096521570889995e-10
0.0660530001,1.385985736355e-10
0.0660530001,1.385985736355e-10
0.057256000099999996,1.4415199104459996e-10
0.057256000099999996,1.4415199104459996e-10
0.1249110001,6.427209691220999e-10
0.1249110001,6.427209691220999e-10
0.1192610001,1.0152085217779998e-09
0.1192610001,1.0152085217779998e-09
0.1183450001,1.01840615327e-09
0.1183450001,1.01840615327e-09
0.0971780001,7.776037765331e-10
0.0971780001,7.776037765331e-10
0.1165990001,9.607639110101998e-10
0.1165990001,9.607639110101998e-10
0.1261900001,1.1254281159219998e-09
0.1261900001,1.1254281159219998e-09
0.0898660001,9.586143920627998e-10
0.0898660001,9.586143920627998e-10
0.1212750001,2.345058060829e-09
0.1212750001,2.345058060829e-09
0.1838720001,7.3831830765330005e-09
0.1838720001,7.3831830765330005e-09
0.2227200001,1.381366935311e-08
0.2227200001,1.381366935311e-08
0.2445740001,2.471956658743e-08
0.2445740001,2.471956658743e-08
0.24990500010000002,2.535218442273e-08
0.24990500010000002,2.535218442273e-08
0.1865840001,1.2838885209700001e-08
0.1865840001,1.2838885209700001e-08
0.1769250001,1.428650430614e-08
0.1769250001,1.428650430614e-08
0.19697800010000002,1.6648803917019997e-08
0.19697800010000002,1.6648803917019997e-08
0.2032380001,2.082033132146e-08
0.2032380001,2.082033132146e-08
0.1485100001,6.490718205575999e-09
0.1485100001,6.490718205575999e-09
0.1024480001,1.9328596753510002e-09
0.1024480001,1.9328596753510002e-09
0.17175800010000003,7.865561577874e-09
0.17175800010000003,7.865561577874e-09
0.1943540001,1.1453047511839999e-08
0.1943540001,1.1453047511839999e-08
0.1150570001,1.4554947443739999e-09
0.1150570001,1.4554947443739999e-09
0.1116050001,1.256165845473e-09
0.1116050001,1.256165845473e-09
0.0975060001,5.901021664593e-10
0.0975060001,5.901021664593e-10
0.1217060001,8.576373346233001e-10
0.1217060001,8.576373346233001e-10
0.1328690001,8.380834232804e-10
0.1328690001,8.380834232804e-10
0.1149660001,7.414991614491999e-10
0.1149660001,7.414991614491999e-10
0.0913660001,3.116664304468e-10
0.0913660001,3.116664304468e-10
0.1001150001,2.627397078493e-10
0.1001150001,2.627397078493e-10
0.1267480001,5.532149211984998e-10
0.1267480001,5.532149211984998e-10
0.1402330001,7.273476682505e-10
0.1402330001,7.273476682505e-10
0.0991300001,3.057478514167e-10
0.0991300001,3.057478514167e-10
0.0883580001,4.807540255892e-10
0.0883580001,4.807540255892e-10
0.0982620001,8.524994119235e-10
0.0982620001,8.524994119235e-10
0.08759700009999999,8.862442933970999e-10
0.08759700009999999,8.862442933970999e-10
0.08632000009999999,8.868719766158998e-10
0.08632000009999999,8.868719766158998e-10
0.1470900001,2.2333383432689997e-09
0.1470900001,2.2333383432689997e-09
0.1171590001,1.1645004093689998e-09
0.1171590001,1.1645004093689998e-09
0.1415690001,2.664574479204e-09
0.1415690001,2.664574479204e-09
0.1472850001,3.4574587891909995e-09
0.1472850001,3.4574587891909995e-09
0.17424200010000002,6.171655771918998e-09
0.17424200010000002,6.171655771918998e-09
0.2465010001,1.7274315904559998e-08
0.2465010001,1.7274315904559998e-08
0.2393160001,2.019126641004e-08
0.2393160001,2.019126641004e-08
0.17696600010000002,7.066587951126e-09
0.17696600010000002,7.066587951126e-09
0.17610400010000002,8.544436508245001e-09
0.17610400010000002,8.544436508245001e-09
0.13763900010000002,3.946449676642e-09
0.13763900010000002,3.946449676642e-09
0.20075700010000003,1.406503871762e-08
0.20075700010000003,1.406503871762e-08
0.1587100001,4.7999606849479986e-09
0.1587100001,4.7999606849479986e-09
0.1078640001,1.9297706054220004e-09
0.1078640001,1.9297706054220004e-09
0.1574070001,5.005625631435e-09
0.1574070001,5.005625631435e-09
0.1818490001,7.759289676929999e-09
0.1818490001,7.759289676929999e-09
0.1182220001,2.43947701294e-09
0.1182220001,2.43947701294e-09
0.07368100009999999,5.758875101693999e-10
0.07368100009999999,5.758875101693999e-10
0.0978370001,9.903874007829998e-10
0.0978370001,9.903874007829998e-10
0.1544700001,1.452721489901e-09
0.1544700001,1.452721489901e-09
0.1208480001,5.68813243955e-10
0.1208480001,5.68813243955e-10
0.1167080001,6.332731523712e-10
0.1167080001,6.332731523712e-10
0.1092130001,3.7137134240359997e-10
0.1092130001,3.7137134240359997e-10
0.1103340001,3.7463904544989996e-10
0.1103340001,3.7463904544989996e-10
0.1237320001,6.714049079133e-10
0.1237320001,6.714049079133e-10
0.1058210001,4.491902446086e-10
0.1058210001,4.491902446086e-10
0.0977560001,3.3132298181290004e-10
0.0977560001,3.3132298181290004e-10
0.0907600001,3.631700097806e-10
0.0907600001,3.631700097806e-10
0.0923970001,7.434256357307999e-10
0.0923970001,7.434256357307999e-10
0.1384860001,2.289030425088e-09
0.1384860001,2.289030425088e-09
0.14271800010000002,2.943439526852e-09
0.14271800010000002,2.943439526852e-09
0.14485500010000002,3.87308179852e-09
0.14485500010000002,3.87308179852e-09
0.1006940001,1.279664489246e-09
0.1006940001,1.279664489246e-09
0.17196600010000002,5.56762910462e-09
0.17196600010000002,5.56762910462e-09
0.1901610001,1.262955877777e-08
0.1901610001,1.262955877777e-08
0.18241200010000003,8.504653630022e-09
0.18241200010000003,8.504653630022e-09
0.2581450001,5.328586412127e-08
0.2581450001,5.328586412127e-08
0.2758270001,3.696975204868e-08
0.2758270001,3.696975204868e-08
0.1214950001,1.7774883402319998e-09
0.1214950001,1.7774883402319998e-09
0.19922900010000003,6.736669361169e-09
0.19922900010000003,6.736669361169e-09
0.1541750001,3.361579190596e-09
0.1541750001,3.361579190596e-09
0.15329100010000002,3.955618194098999e-09
0.15329100010000002,3.955618194098999e-09
0.12600900010000002,2.216126400917e-09
0.12600900010000002,2.216126400917e-09
0.13674400009999998,3.5200198571779995e-09
0.13674400009999998,3.5200198571779995e-09
0.16383000009999998,6.2182385516789986e-09
0.16383000009999998,6.2182385516789986e-09
0.1695720001,7.638411311146e-09
0.1695720001,7.638411311146e-09
0.1106130001,2.5952924635439997e-09
0.1106130001,2.5952924635439997e-09
0.1640170001,4.275243174036999e-09
0.1640170001,4.275243174036999e-09
0.1451460001,1.347130566034e-09
0.1451460001,1.347130566034e-09
0.1558910001,1.477749864789e-09
0.1558910001,1.477749864789e-09
0.19998100010000003,2.608388935735e-09
0.19998100010000003,2.608388935735e-09
0.1578210001,1.1265334700179998e-09
0.1578210001,1.1265334700179998e-09
0.17094800010000002,1.688053350786e-09
0.17094800010000002,1.688053350786e-09
0.1242490001,4.705344348177e-10
0.1242490001,4.705344348177e-10
0.0838180001,2.151976386417e-10
0.0838180001,2.151976386417e-10
0.1093570001,4.533412440084e-10
0.1093570001,4.533412440084e-10
0.1314100001,1.054794015341e-09
0.1314100001,1.054794015341e-09
0.1016850001,6.673713523861998e-10
0.1016850001,6.673713523861998e-10
0.0734910001,6.529454945101e-10
0.0734910001,6.529454945101e-10
0.1364870001,1.5669479926429998e-09
0.1364870001,1.5669479926429998e-09
0.1778650001,5.290234572689e-09
0.1778650001,5.290234572689e-09
0.1417830001,4.5857292442169986e-09
0.1417830001,4.5857292442169986e-09
0.0683410001,1.474641056394e-09
0.0683410001,1.474641056394e-09
0.1041650001,1.416994866441e-09
0.1041650001,1.416994866441e-09
0.14935100010000002,3.467091160599e-09
