"f_10549-0:0","f_10549-0:1","f_10549-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-3.9728e-05,0,1,0,0,0.5,0
5.5968e-08,-3.9728e-05,0,1,0.001,0.001,0.5,0
1.1194e-07,-3.9728e-05,0,1,0.002,0.002,0.5,0
1.679e-07,-3.9728e-05,0,1,0.003,0.003,0.5,0
2.2387e-07,-3.9728e-05,0,1,0.004,0.004,0.5,0
2.7984e-07,-3.9728e-05,0,1,0.005,0.005,0.5,0
3.3581e-07,-3.9728e-05,0,1,0.006,0.006,0.5,0
3.9177e-07,-3.9728e-05,0,1,0.007,0.007,0.5,0
4.4774e-07,-3.9728e-05,0,1,0.008,0.008,0.5,0
5.0371e-07,-3.9728e-05,0,1,0.009,0.009,0.5,0
5.5968e-07,-3.9728e-05,0,1,0.01,0.01,0.5,0
6.1565e-07,-3.9728e-05,0,1,0.011,0.011,0.5,0
6.7161e-07,-3.9728e-05,0,1,0.012,0.012,0.5,0
7.2758e-07,-3.9728e-05,0,1,0.013,0.013,0.5,0
7.8355e-07,-3.9728e-05,0,1,0.014,0.014,0.5,0
8.3952e-07,-3.9728e-05,0,1,0.015,0.015,0.5,0
8.9549e-07,-3.9728e-05,0,1,0.016,0.016,0.5,0
9.5145e-07,-3.9728e-05,0,1,0.017,0.017,0.5,0
1.0074e-06,-3.9728e-05,0,1,0.018,0.018,0.5,0
1.0634e-06,-3.9728e-05,0,1,0.019,0.019,0.5,0
1.1194e-06,-3.9728e-05,0,1,0.02,0.02,0.5,0
1.1753e-06,-3.9728e-05,0,1,0.021,0.021,0.5,0
1.2313e-06,-3.9728e-05,0,1,0.022,0.022,0.5,0
1.2872e-06,-3.9728e-05,0,1,0.023,0.023,0.5,0
1.3431e-06,-3.9728e-05,0,1,0.024,0.024,0.5,0
1.3991e-06,-3.9728e-05,0,1,0.025,0.025,0.5,0
1.455e-06,-3.9728e-05,0,1,0.026,0.026,0.5,0
1.5109e-06,-3.9728e-05,0,1,0.027,0.027,0.5,0
1.5669e-06,-3.9728e-05,0,1,0.028,0.028,0.5,0
1.6228e-06,-3.9728e-05,0,1,0.029,0.029,0.5,0
1.6788e-06,-3.9728e-05,0,1,0.03,0.03,0.5,0
1.7347e-06,-3.9728e-05,0,1,0.031,0.031,0.5,0
1.7906e-06,-3.9728e-05,0,1,0.032,0.032,0.5,0
1.8466e-06,-3.9728e-05,0,1,0.033,0.033,0.5,0
1.9025e-06,-3.9728e-05,0,1,0.034,0.034,0.5,0
1.9585e-06,-3.9728e-05,0,1,0.035,0.035,0.5,0
2.0144e-06,-3.9728e-05,0,1,0.036,0.036,0.5,0
2.0703e-06,-3.9728e-05,0,1,0.037,0.037,0.5,0
2.1263e-06,-3.9728e-05,0,1,0.038,0.038,0.5,0
2.1822e-06,-3.9728e-05,0,1,0.039,0.039,0.5,0
2.2381e-06,-3.9728e-05,0,1,0.04,0.04,0.5,0
2.2941e-06,-3.9728e-05,0,1,0.041,0.041,0.5,0
2.35e-06,-3.9728e-05,0,1,0.042,0.042,0.5,0
2.4059e-06,-3.9728e-05,0,1,0.043,0.043,0.5,0
2.4618e-06,-3.9728e-05,0,1,0.044,0.044,0.5,0
2.5176e-06,-3.9728e-05,0,1,0.045,0.045,0.5,0
2.5735e-06,-3.9728e-05,0,1,0.046,0.046,0.5,0
2.6294e-06,-3.9728e-05,0,1,0.047,0.047,0.5,0
2.6853e-06,-3.9728e-05,0,1,0.048,0.048,0.5,0
2.7412e-06,-3.9728e-05,0,1,0.049,0.049,0.5,0
2.797e-06,-3.9728e-05,0,1,0.05,0.05,0.5,0
2.8529e-06,-3.9728e-05,0,1,0.051,0.051,0.5,0
2.9088e-06,-3.9728e-05,0,1,0.052,0.052,0.5,0
2.9647e-06,-3.9728e-05,0,1,0.053,0.053,0.5,0
3.0206e-06,-3.9728e-05,0,1,0.054,0.054,0.5,0
3.0764e-06,-3.9728e-05,0,1,0.055,0.055,0.5,0
3.1323e-06,-3.9728e-05,0,1,0.056,0.056,0.5,0
3.1882e-06,-3.9728e-05,0,1,0.057,0.057,0.5,0
3.2441e-06,-3.9728e-05,0,1,0.058,0.058,0.5,0
3.2999e-06,-3.9728e-05,0,1,0.059,0.059,0.5,0
3.3558e-06,-3.9728e-05,0,1,0.06,0.06,0.5,0
3.4117e-06,-3.9728e-05,0,1,0.061,0.061,0.5,0
3.4676e-06,-3.9728e-05,0,1,0.062,0.062,0.5,0
3.5234e-06,-3.9728e-05,0,1,0.063,0.063,0.5,0
3.5792e-06,-3.9728e-05,0,1,0.064,0.064,0.5,0
3.635e-06,-3.9728e-05,0,1,0.065,0.065,0.5,0
3.6908e-06,-3.9728e-05,0,1,0.066,0.066,0.5,0
3.7466e-06,-3.9728e-05,0,1,0.067,0.067,0.5,0
3.8024e-06,-3.9728e-05,0,1,0.068,0.068,0.5,0
3.8582e-06,-3.9728e-05,0,1,0.069,0.069,0.5,0
3.9139e-06,-3.9728e-05,0,1,0.07,0.07,0.5,0
3.9697e-06,-3.9728e-05,0,1,0.071,0.071,0.5,0
4.0255e-06,-3.9728e-05,0,1,0.072,0.072,0.5,0
4.0813e-06,-3.9728e-05,0,1,0.073,0.073,0.5,0
4.1371e-06,-3.9728e-05,0,1,0.074,0.074,0.5,0
4.1929e-06,-3.9728e-05,0,1,0.075,0.075,0.5,0
4.2487e-06,-3.9728e-05,0,1,0.076,0.076,0.5,0
4.3045e-06,-3.9728e-05,0,1,0.077,0.077,0.5,0
4.3603e-06,-3.9728e-05,0,1,0.078,0.078,0.5,0
4.4161e-06,-3.9728e-05,0,1,0.079,0.079,0.5,0
4.4719e-06,-3.9728e-05,0,1,0.08,0.08,0.5,0
4.5276e-06,-3.9728e-05,0,1,0.081,0.081,0.5,0
4.5834e-06,-3.9728e-05,0,1,0.082,0.082,0.5,0
4.6392e-06,-3.9728e-05,0,1,0.083,0.083,0.5,0
4.6949e-06,-3.9728e-05,0,1,0.084,0.084,0.5,0
4.7506e-06,-3.9728e-05,0,1,0.085,0.085,0.5,0
4.8063e-06,-3.9728e-05,0,1,0.086,0.086,0.5,0
4.8619e-06,-3.9728e-05,0,1,0.087,0.087,0.5,0
4.9176e-06,-3.9728e-05,0,1,0.088,0.088,0.5,0
4.9733e-06,-3.9728e-05,0,1,0.089,0.089,0.5,0
5.029e-06,-3.9728e-05,0,1,0.09,0.09,0.5,0
5.0846e-06,-3.9728e-05,0,1,0.091,0.091,0.5,0
5.1403e-06,-3.9728e-05,0,1,0.092,0.092,0.5,0
5.196e-06,-3.9728e-05,0,1,0.093,0.093,0.5,0
5.2517e-06,-3.9728e-05,0,1,0.094,0.094,0.5,0
5.3073e-06,-3.9728e-05,0,1,0.095,0.095,0.5,0
5.363e-06,-3.9728e-05,0,1,0.096,0.096,0.5,0
5.4187e-06,-3.9728e-05,0,1,0.097,0.097,0.5,0
5.4743e-06,-3.9728e-05,0,1,0.098,0.098,0.5,0
5.53e-06,-3.9728e-05,0,1,0.099,0.099,0.5,0
5.5857e-06,-3.9728e-05,0,1,0.1,0.1,0.5,0
5.6414e-06,-3.9728e-05,0,1,0.101,0.101,0.5,0
5.697e-06,-3.9728e-05,0,1,0.102,0.102,0.5,0
5.7527e-06,-3.9728e-05,0,1,0.103,0.103,0.5,0
5.8084e-06,-3.9728e-05,0,1,0.104,0.104,0.5,0
5.8639e-06,-3.9728e-05,0,1,0.105,0.105,0.5,0
5.9194e-06,-3.9728e-05,0,1,0.106,0.106,0.5,0
5.975e-06,-3.9728e-05,0,1,0.107,0.107,0.5,0
6.0305e-06,-3.9728e-05,0,1,0.108,0.108,0.5,0
6.086e-06,-3.9728e-05,0,1,0.109,0.109,0.5,0
6.1415e-06,-3.9728e-05,0,1,0.11,0.11,0.5,0
6.1971e-06,-3.9728e-05,0,1,0.111,0.111,0.5,0
6.2526e-06,-3.9728e-05,0,1,0.112,0.112,0.5,0
6.3081e-06,-3.9728e-05,0,1,0.113,0.113,0.5,0
6.3636e-06,-3.9728e-05,0,1,0.114,0.114,0.5,0
6.4192e-06,-3.9728e-05,0,1,0.115,0.115,0.5,0
6.4747e-06,-3.9728e-05,0,1,0.116,0.116,0.5,0
6.5302e-06,-3.9728e-05,0,1,0.117,0.117,0.5,0
6.5857e-06,-3.9728e-05,0,1,0.118,0.118,0.5,0
6.6413e-06,-3.9728e-05,0,1,0.119,0.119,0.5,0
6.6968e-06,-3.9728e-05,0,1,0.12,0.12,0.5,0
6.7523e-06,-3.9728e-05,0,1,0.121,0.121,0.5,0
6.8078e-06,-3.9728e-05,0,1,0.122,0.122,0.5,0
6.8634e-06,-3.9728e-05,0,1,0.123,0.123,0.5,0
6.9189e-06,-3.9728e-05,0,1,0.124,0.124,0.5,0
6.9744e-06,-3.9728e-05,0,1,0.125,0.125,0.5,0
7.0298e-06,-3.9728e-05,0,1,0.126,0.126,0.5,0
7.0851e-06,-3.9728e-05,0,1,0.127,0.127,0.5,0
7.1405e-06,-3.9728e-05,0,1,0.128,0.128,0.5,0
7.1958e-06,-3.9728e-05,0,1,0.129,0.129,0.5,0
