"f_381-0:0","f_381-0:1","f_381-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-5.8803e-05,0,1,0,0,0.8,0
1.9015e-06,-5.8839e-05,0,1,0.033333,0.033333,0.8,0
3.7853e-06,-5.8883e-05,0,1,0.066667,0.066667,0.8,0
5.6781e-06,-5.8993e-05,0,1,0.1,0.1,0.8,0
7.5501e-06,-5.9117e-05,0,1,0.13333,0.13333,0.8,0
9.4256e-06,-5.9297e-05,0,1,0.16667,0.16667,0.8,0
1.1275e-05,-5.9498e-05,0,1,0.2,0.2,0.8,0
1.3125e-05,-5.9747e-05,0,1,0.23333,0.23333,0.8,0
1.4943e-05,-6.002e-05,0,1,0.26667,0.26667,0.8,0
1.6759e-05,-6.0333e-05,0,1,0.3,0.3,0.8,0
1.8534e-05,-6.0673e-05,0,1,0.33333,0.33333,0.8,0
2.0304e-05,-6.1042e-05,0,1,0.36667,0.36667,0.8,0
2.2032e-05,-6.1446e-05,0,1,0.4,0.4,0.8,0
2.3749e-05,-6.1862e-05,0,1,0.43333,0.43333,0.8,0
2.5422e-05,-6.2323e-05,0,1,0.46667,0.46667,0.8,0
2.708e-05,-6.2779e-05,0,1,0.5,0.5,0.8,0
2.8687e-05,-6.3288e-05,0,1,0.53333,0.53333,0.8,0
3.0277e-05,-6.3782e-05,0,1,0.56667,0.56667,0.8,0
3.1816e-05,-6.4319e-05,0,1,0.6,0.6,0.8,0
3.333e-05,-6.4842e-05,0,1,0.63333,0.63333,0.8,0
3.4798e-05,-6.5396e-05,0,1,0.66667,0.66667,0.8,0
3.623e-05,-6.5933e-05,0,1,0.7,0.7,0.8,0
3.7621e-05,-6.6495e-05,0,1,0.73333,0.73333,0.8,0
3.8967e-05,-6.7033e-05,0,1,0.76667,0.76667,0.8,0
4.0279e-05,-6.7591e-05,0,1,0.8,0.8,0.8,0
4.1536e-05,-6.8117e-05,0,1,0.83333,0.83333,0.8,0
4.2766e-05,-6.8651e-05,0,1,0.86667,0.86667,0.8,0
4.3933e-05,-6.9159e-05,0,1,0.9,0.9,0.8,0
4.508e-05,-6.9659e-05,0,1,0.93333,0.93333,0.8,0
4.6159e-05,-7.0136e-05,0,1,0.96667,0.96667,0.8,0
4.7225e-05,-7.0589e-05,0,1,1,1,0.8,0
