"f_381-0:0","f_381-0:1","f_381-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.4665e-05,0,0,1,0,0.5,0,0
2.4667e-05,-2.6202e-06,0,1,0.033333,0.5,0.033333,0
2.4671e-05,-5.2402e-06,0,1,0.066667,0.5,0.066667,0
2.4682e-05,-7.8592e-06,0,1,0.1,0.5,0.1,0
2.4694e-05,-1.0478e-05,0,1,0.13333,0.5,0.13333,0
2.4713e-05,-1.3096e-05,0,1,0.16667,0.5,0.16667,0
2.4735e-05,-1.5714e-05,0,1,0.2,0.5,0.2,0
2.4763e-05,-1.8332e-05,0,1,0.23333,0.5,0.23333,0
2.4797e-05,-2.0949e-05,0,1,0.26667,0.5,0.26667,0
2.4837e-05,-2.3565e-05,0,1,0.3,0.5,0.3,0
2.4885e-05,-2.6181e-05,0,1,0.33333,0.5,0.33333,0
2.494e-05,-2.8796e-05,0,1,0.36667,0.5,0.36667,0
2.5008e-05,-3.141e-05,0,1,0.4,0.5,0.4,0
2.508e-05,-3.4024e-05,0,1,0.43333,0.5,0.43333,0
2.5172e-05,-3.6637e-05,0,1,0.46667,0.5,0.46667,0
2.5267e-05,-3.925e-05,0,1,0.5,0.5,0.5,0
2.5389e-05,-4.1862e-05,0,1,0.53333,0.5,0.53333,0
2.5516e-05,-4.4475e-05,0,1,0.56667,0.5,0.56667,0
2.5672e-05,-4.7087e-05,0,1,0.6,0.5,0.6,0
2.5839e-05,-4.9699e-05,0,1,0.63333,0.5,0.63333,0
2.6036e-05,-5.2313e-05,0,1,0.66667,0.5,0.66667,0
2.6252e-05,-5.4927e-05,0,1,0.7,0.5,0.7,0
2.6498e-05,-5.7542e-05,0,1,0.73333,0.5,0.73333,0
2.6774e-05,-6.016e-05,0,1,0.76667,0.5,0.76667,0
2.708e-05,-6.2779e-05,0,1,0.8,0.5,0.8,0
2.7431e-05,-6.5402e-05,0,1,0.83333,0.5,0.83333,0
2.7808e-05,-6.8027e-05,0,1,0.86667,0.5,0.86667,0
2.8249e-05,-7.0659e-05,0,1,0.9,0.5,0.9,0
2.8712e-05,-7.3293e-05,0,1,0.93333,0.5,0.93333,0
2.9264e-05,-7.5937e-05,0,1,0.96667,0.5,0.96667,0
2.983e-05,-7.8584e-05,0,1,1,0.5,1,0
