"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.004005,-0.09458,0,1,0.229,0.229,1,0
-0.0040193,-0.094567,0,1,0.23,0.23,1,0
-0.0040337,-0.094554,0,1,0.231,0.231,1,0
-0.004048,-0.094541,0,1,0.232,0.232,1,0
-0.0040623,-0.094529,0,1,0.233,0.233,1,0
-0.0040767,-0.094516,0,1,0.234,0.234,1,0
-0.004091,-0.094503,0,1,0.235,0.235,1,0
-0.0041054,-0.094491,0,1,0.236,0.236,1,0
-0.0041197,-0.094478,0,1,0.237,0.237,1,0
-0.004134,-0.094465,0,1,0.238,0.238,1,0
-0.0041484,-0.094452,0,1,0.239,0.239,1,0
-0.0041627,-0.09444,0,1,0.24,0.24,1,0
-0.004177,-0.094427,0,1,0.241,0.241,1,0
-0.0041914,-0.094414,0,1,0.242,0.242,1,0
-0.0042057,-0.094401,0,1,0.243,0.243,1,0
-0.0042201,-0.094389,0,1,0.244,0.244,1,0
-0.0042344,-0.094376,0,1,0.245,0.245,1,0
-0.0042487,-0.094363,0,1,0.246,0.246,1,0
-0.0042631,-0.09435,0,1,0.247,0.247,1,0
-0.0042774,-0.094338,0,1,0.248,0.248,1,0
-0.0042918,-0.094325,0,1,0.249,0.249,1,0
-0.0043061,-0.094312,0,1,0.25,0.25,1,0
-0.0043184,-0.094298,0,1,0.251,0.251,1,0
-0.0043292,-0.094283,0,1,0.252,0.252,1,0
-0.0043399,-0.094267,0,1,0.253,0.253,1,0
-0.0043507,-0.094252,0,1,0.254,0.254,1,0
-0.0043615,-0.094236,0,1,0.255,0.255,1,0
-0.0043722,-0.094221,0,1,0.256,0.256,1,0
-0.004383,-0.094206,0,1,0.257,0.257,1,0
-0.0043937,-0.09419,0,1,0.258,0.258,1,0
-0.0044045,-0.094175,0,1,0.259,0.259,1,0
-0.0044152,-0.094159,0,1,0.26,0.26,1,0
-0.004426,-0.094144,0,1,0.261,0.261,1,0
-0.0044368,-0.094128,0,1,0.262,0.262,1,0
-0.0044475,-0.094113,0,1,0.263,0.263,1,0
-0.0044583,-0.094098,0,1,0.264,0.264,1,0
-0.004469,-0.094082,0,1,0.265,0.265,1,0
-0.0044798,-0.094067,0,1,0.266,0.266,1,0
-0.0044905,-0.094051,0,1,0.267,0.267,1,0
-0.0045013,-0.094036,0,1,0.268,0.268,1,0
-0.0045121,-0.09402,0,1,0.269,0.269,1,0
-0.0045228,-0.094005,0,1,0.27,0.27,1,0
-0.0045336,-0.09399,0,1,0.271,0.271,1,0
-0.0045443,-0.093974,0,1,0.272,0.272,1,0
-0.0045551,-0.093959,0,1,0.273,0.273,1,0
-0.0045658,-0.093943,0,1,0.274,0.274,1,0
-0.0045766,-0.093928,0,1,0.275,0.275,1,0
-0.0045874,-0.093912,0,1,0.276,0.276,1,0
-0.0045981,-0.093897,0,1,0.277,0.277,1,0
-0.0046089,-0.093882,0,1,0.278,0.278,1,0
-0.0046196,-0.093866,0,1,0.279,0.279,1,0
-0.0046304,-0.093851,0,1,0.28,0.28,1,0
-0.0046411,-0.093835,0,1,0.281,0.281,1,0
-0.0046519,-0.09382,0,1,0.282,0.282,1,0
-0.0046627,-0.093805,0,1,0.283,0.283,1,0
-0.0046734,-0.093789,0,1,0.284,0.284,1,0
-0.0046842,-0.093774,0,1,0.285,0.285,1,0
-0.0046949,-0.093758,0,1,0.286,0.286,1,0
-0.0047057,-0.093743,0,1,0.287,0.287,1,0
-0.0047164,-0.093727,0,1,0.288,0.288,1,0
-0.0047272,-0.093712,0,1,0.289,0.289,1,0
-0.004738,-0.093697,0,1,0.29,0.29,1,0
-0.0047487,-0.093681,0,1,0.291,0.291,1,0
-0.0047595,-0.093666,0,1,0.292,0.292,1,0
-0.0047702,-0.09365,0,1,0.293,0.293,1,0
-0.004781,-0.093635,0,1,0.294,0.294,1,0
-0.0047917,-0.093619,0,1,0.295,0.295,1,0
-0.0048025,-0.093604,0,1,0.296,0.296,1,0
-0.0048133,-0.093589,0,1,0.297,0.297,1,0
-0.004824,-0.093573,0,1,0.298,0.298,1,0
-0.0048348,-0.093558,0,1,0.299,0.299,1,0
-0.0048455,-0.093542,0,1,0.3,0.3,1,0
-0.0048563,-0.093527,0,1,0.301,0.301,1,0
-0.004867,-0.093511,0,1,0.302,0.302,1,0
-0.0048778,-0.093496,0,1,0.303,0.303,1,0
-0.0048886,-0.093481,0,1,0.304,0.304,1,0
-0.0048993,-0.093465,0,1,0.305,0.305,1,0
-0.0049101,-0.09345,0,1,0.306,0.306,1,0
-0.0049208,-0.093434,0,1,0.307,0.307,1,0
-0.0049316,-0.093419,0,1,0.308,0.308,1,0
-0.0049423,-0.093404,0,1,0.309,0.309,1,0
-0.0049531,-0.093388,0,1,0.31,0.31,1,0
-0.0049639,-0.093373,0,1,0.311,0.311,1,0
-0.0049746,-0.093357,0,1,0.312,0.312,1,0
-0.0049854,-0.093342,0,1,0.313,0.313,1,0
-0.0049961,-0.093326,0,1,0.314,0.314,1,0
-0.0050069,-0.093311,0,1,0.315,0.315,1,0
-0.0050176,-0.093296,0,1,0.316,0.316,1,0
-0.0050284,-0.09328,0,1,0.317,0.317,1,0
-0.0050392,-0.093265,0,1,0.318,0.318,1,0
-0.0050499,-0.093249,0,1,0.319,0.319,1,0
-0.0050607,-0.093234,0,1,0.32,0.32,1,0
-0.0050714,-0.093218,0,1,0.321,0.321,1,0
-0.0050822,-0.093203,0,1,0.322,0.322,1,0
-0.005093,-0.093188,0,1,0.323,0.323,1,0
-0.0051037,-0.093172,0,1,0.324,0.324,1,0
-0.0051145,-0.093157,0,1,0.325,0.325,1,0
-0.0051252,-0.093141,0,1,0.326,0.326,1,0
-0.005136,-0.093126,0,1,0.327,0.327,1,0
-0.0051467,-0.09311,0,1,0.328,0.328,1,0
-0.0051575,-0.093095,0,1,0.329,0.329,1,0
-0.0051656,-0.093078,0,1,0.33,0.33,1,0
-0.0051716,-0.093061,0,1,0.331,0.331,1,0
-0.0051776,-0.093043,0,1,0.332,0.332,1,0
-0.0051836,-0.093026,0,1,0.333,0.333,1,0
-0.0051895,-0.093008,0,1,0.334,0.334,1,0
-0.0051955,-0.092991,0,1,0.335,0.335,1,0
-0.0052015,-0.092973,0,1,0.336,0.336,1,0
-0.0052075,-0.092956,0,1,0.337,0.337,1,0
-0.0052135,-0.092938,0,1,0.338,0.338,1,0
-0.0052194,-0.092921,0,1,0.339,0.339,1,0
-0.0052254,-0.092903,0,1,0.34,0.34,1,0
-0.0052314,-0.092886,0,1,0.341,0.341,1,0
-0.0052374,-0.092868,0,1,0.342,0.342,1,0
-0.0052434,-0.092851,0,1,0.343,0.343,1,0
