"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0019654,-0.020895,0,1,0.106,0.106,0.2,0
-0.0019815,-0.020896,0,1,0.107,0.107,0.2,0
-0.0019976,-0.020896,0,1,0.108,0.108,0.2,0
-0.0020137,-0.020897,0,1,0.109,0.109,0.2,0
-0.0020298,-0.020898,0,1,0.11,0.11,0.2,0
-0.0020459,-0.020899,0,1,0.111,0.111,0.2,0
-0.002062,-0.020899,0,1,0.112,0.112,0.2,0
-0.0020781,-0.0209,0,1,0.113,0.113,0.2,0
-0.0020942,-0.020901,0,1,0.114,0.114,0.2,0
-0.0021103,-0.020901,0,1,0.115,0.115,0.2,0
-0.0021264,-0.020902,0,1,0.116,0.116,0.2,0
-0.0021425,-0.020903,0,1,0.117,0.117,0.2,0
-0.0021586,-0.020904,0,1,0.118,0.118,0.2,0
-0.0021747,-0.020904,0,1,0.119,0.119,0.2,0
-0.0021897,-0.020905,0,1,0.12,0.12,0.2,0
-0.0022042,-0.020905,0,1,0.121,0.121,0.2,0
-0.0022186,-0.020906,0,1,0.122,0.122,0.2,0
-0.0022331,-0.020906,0,1,0.123,0.123,0.2,0
-0.0022475,-0.020907,0,1,0.124,0.124,0.2,0
-0.0022619,-0.020907,0,1,0.125,0.125,0.2,0
-0.0022764,-0.020907,0,1,0.126,0.126,0.2,0
-0.0022908,-0.020908,0,1,0.127,0.127,0.2,0
-0.0023053,-0.020908,0,1,0.128,0.128,0.2,0
-0.0023197,-0.020909,0,1,0.129,0.129,0.2,0
-0.0023341,-0.020909,0,1,0.13,0.13,0.2,0
-0.0023486,-0.020909,0,1,0.131,0.131,0.2,0
-0.002363,-0.02091,0,1,0.132,0.132,0.2,0
-0.0023775,-0.02091,0,1,0.133,0.133,0.2,0
-0.0023919,-0.020911,0,1,0.134,0.134,0.2,0
-0.0024063,-0.020911,0,1,0.135,0.135,0.2,0
-0.0024208,-0.020912,0,1,0.136,0.136,0.2,0
-0.0024352,-0.020912,0,1,0.137,0.137,0.2,0
-0.0024497,-0.020912,0,1,0.138,0.138,0.2,0
-0.0024641,-0.020913,0,1,0.139,0.139,0.2,0
-0.0024785,-0.020913,0,1,0.14,0.14,0.2,0
-0.002493,-0.020914,0,1,0.141,0.141,0.2,0
-0.0025074,-0.020914,0,1,0.142,0.142,0.2,0
-0.0025219,-0.020915,0,1,0.143,0.143,0.2,0
-0.0025363,-0.020915,0,1,0.144,0.144,0.2,0
-0.0025507,-0.020915,0,1,0.145,0.145,0.2,0
-0.0025652,-0.020916,0,1,0.146,0.146,0.2,0
-0.0025796,-0.020916,0,1,0.147,0.147,0.2,0
-0.0025941,-0.020917,0,1,0.148,0.148,0.2,0
-0.0026085,-0.020917,0,1,0.149,0.149,0.2,0
-0.0026229,-0.020917,0,1,0.15,0.15,0.2,0
-0.002637,-0.020918,0,1,0.151,0.151,0.2,0
-0.0026494,-0.020918,0,1,0.152,0.152,0.2,0
-0.0026618,-0.020918,0,1,0.153,0.153,0.2,0
-0.0026742,-0.020918,0,1,0.154,0.154,0.2,0
-0.0026866,-0.020918,0,1,0.155,0.155,0.2,0
-0.002699,-0.020918,0,1,0.156,0.156,0.2,0
-0.0027114,-0.020918,0,1,0.157,0.157,0.2,0
-0.0027238,-0.020918,0,1,0.158,0.158,0.2,0
-0.0027362,-0.020918,0,1,0.159,0.159,0.2,0
-0.0027486,-0.020918,0,1,0.16,0.16,0.2,0
-0.002761,-0.020918,0,1,0.161,0.161,0.2,0
-0.0027734,-0.020918,0,1,0.162,0.162,0.2,0
-0.0027858,-0.020918,0,1,0.163,0.163,0.2,0
-0.0027982,-0.020918,0,1,0.164,0.164,0.2,0
-0.0028106,-0.020918,0,1,0.165,0.165,0.2,0
-0.002823,-0.020918,0,1,0.166,0.166,0.2,0
-0.0028354,-0.020918,0,1,0.167,0.167,0.2,0
-0.0028478,-0.020918,0,1,0.168,0.168,0.2,0
-0.0028602,-0.020918,0,1,0.169,0.169,0.2,0
-0.0028726,-0.020917,0,1,0.17,0.17,0.2,0
-0.002885,-0.020917,0,1,0.171,0.171,0.2,0
-0.0028974,-0.020917,0,1,0.172,0.172,0.2,0
-0.0029098,-0.020917,0,1,0.173,0.173,0.2,0
-0.0029222,-0.020917,0,1,0.174,0.174,0.2,0
-0.0029346,-0.020917,0,1,0.175,0.175,0.2,0
-0.002947,-0.020917,0,1,0.176,0.176,0.2,0
-0.0029594,-0.020917,0,1,0.177,0.177,0.2,0
-0.0029718,-0.020917,0,1,0.178,0.178,0.2,0
-0.0029842,-0.020917,0,1,0.179,0.179,0.2,0
-0.0029966,-0.020917,0,1,0.18,0.18,0.2,0
-0.003009,-0.020917,0,1,0.181,0.181,0.2,0
-0.0030214,-0.020917,0,1,0.182,0.182,0.2,0
-0.0030338,-0.020917,0,1,0.183,0.183,0.2,0
-0.0030462,-0.020917,0,1,0.184,0.184,0.2,0
-0.0030586,-0.020917,0,1,0.185,0.185,0.2,0
-0.0030699,-0.020917,0,1,0.186,0.186,0.2,0
-0.0030802,-0.020917,0,1,0.187,0.187,0.2,0
-0.0030905,-0.020916,0,1,0.188,0.188,0.2,0
-0.0031009,-0.020916,0,1,0.189,0.189,0.2,0
-0.0031112,-0.020915,0,1,0.19,0.19,0.2,0
-0.0031215,-0.020915,0,1,0.191,0.191,0.2,0
-0.0031318,-0.020914,0,1,0.192,0.192,0.2,0
-0.0031421,-0.020914,0,1,0.193,0.193,0.2,0
-0.0031525,-0.020913,0,1,0.194,0.194,0.2,0
-0.0031628,-0.020913,0,1,0.195,0.195,0.2,0
-0.0031731,-0.020913,0,1,0.196,0.196,0.2,0
-0.0031834,-0.020912,0,1,0.197,0.197,0.2,0
-0.0031938,-0.020912,0,1,0.198,0.198,0.2,0
-0.0032041,-0.020911,0,1,0.199,0.199,0.2,0
-0.0032144,-0.020911,0,1,0.2,0.2,0.2,0
-0.0032247,-0.02091,0,1,0.201,0.201,0.2,0
-0.003235,-0.02091,0,1,0.202,0.202,0.2,0
-0.0032454,-0.020909,0,1,0.203,0.203,0.2,0
-0.0032557,-0.020909,0,1,0.204,0.204,0.2,0
-0.003266,-0.020909,0,1,0.205,0.205,0.2,0
-0.0032763,-0.020908,0,1,0.206,0.206,0.2,0
-0.0032867,-0.020908,0,1,0.207,0.207,0.2,0
-0.003297,-0.020907,0,1,0.208,0.208,0.2,0
-0.0033073,-0.020907,0,1,0.209,0.209,0.2,0
-0.0033176,-0.020906,0,1,0.21,0.21,0.2,0
-0.0033279,-0.020906,0,1,0.211,0.211,0.2,0
-0.0033383,-0.020905,0,1,0.212,0.212,0.2,0
-0.0033486,-0.020905,0,1,0.213,0.213,0.2,0
-0.0033589,-0.020905,0,1,0.214,0.214,0.2,0
-0.0033692,-0.020904,0,1,0.215,0.215,0.2,0
-0.0033796,-0.020904,0,1,0.216,0.216,0.2,0
-0.0033899,-0.020903,0,1,0.217,0.217,0.2,0
-0.0034002,-0.020903,0,1,0.218,0.218,0.2,0
-0.0034105,-0.020902,0,1,0.219,0.219,0.2,0
-0.0034208,-0.020902,0,1,0.22,0.22,0.2,0
-0.0034312,-0.020901,0,1,0.221,0.221,0.2,0
-0.0034415,-0.020901,0,1,0.222,0.222,0.2,0
-0.0034518,-0.020901,0,1,0.223,0.223,0.2,0
-0.0034611,-0.0209,0,1,0.224,0.224,0.2,0
-0.0034693,-0.020899,0,1,0.225,0.225,0.2,0
-0.0034775,-0.020898,0,1,0.226,0.226,0.2,0
-0.0034856,-0.020896,0,1,0.227,0.227,0.2,0
-0.0034938,-0.020895,0,1,0.228,0.228,0.2,0
-0.0035019,-0.020894,0,1,0.229,0.229,0.2,0
-0.0035101,-0.020893,0,1,0.23,0.23,0.2,0
-0.0035183,-0.020892,0,1,0.231,0.231,0.2,0
-0.0035264,-0.020891,0,1,0.232,0.232,0.2,0
-0.0035346,-0.02089,0,1,0.233,0.233,0.2,0
-0.0035428,-0.020889,0,1,0.234,0.234,0.2,0
-0.0035509,-0.020888,0,1,0.235,0.235,0.2,0
-0.0035591,-0.020886,0,1,0.236,0.236,0.2,0
-0.0035672,-0.020885,0,1,0.237,0.237,0.2,0
-0.0035754,-0.020884,0,1,0.238,0.238,0.2,0
-0.0035836,-0.020883,0,1,0.239,0.239,0.2,0
-0.0035917,-0.020882,0,1,0.24,0.24,0.2,0
-0.0035999,-0.020881,0,1,0.241,0.241,0.2,0
-0.0036081,-0.02088,0,1,0.242,0.242,0.2,0
-0.0036162,-0.020879,0,1,0.243,0.243,0.2,0
-0.0036244,-0.020878,0,1,0.244,0.244,0.2,0
-0.0036325,-0.020877,0,1,0.245,0.245,0.2,0
-0.0036407,-0.020875,0,1,0.246,0.246,0.2,0
-0.0036489,-0.020874,0,1,0.247,0.247,0.2,0
-0.003657,-0.020873,0,1,0.248,0.248,0.2,0
-0.0036652,-0.020872,0,1,0.249,0.249,0.2,0
-0.0036734,-0.020871,0,1,0.25,0.25,0.2,0
-0.0036815,-0.02087,0,1,0.251,0.251,0.2,0
-0.0036897,-0.020869,0,1,0.252,0.252,0.2,0
-0.0036978,-0.020868,0,1,0.253,0.253,0.2,0
-0.003706,-0.020867,0,1,0.254,0.254,0.2,0
-0.0037142,-0.020865,0,1,0.255,0.255,0.2,0
-0.0037223,-0.020864,0,1,0.256,0.256,0.2,0
-0.0037305,-0.020863,0,1,0.257,0.257,0.2,0
-0.0037387,-0.020862,0,1,0.258,0.258,0.2,0
-0.0037468,-0.020861,0,1,0.259,0.259,0.2,0
-0.003755,-0.02086,0,1,0.26,0.26,0.2,0
-0.0037632,-0.020859,0,1,0.261,0.261,0.2,0
-0.0037713,-0.020858,0,1,0.262,0.262,0.2,0
-0.0037795,-0.020857,0,1,0.263,0.263,0.2,0
-0.0037876,-0.020856,0,1,0.264,0.264,0.2,0
-0.0037958,-0.020854,0,1,0.265,0.265,0.2,0
-0.0038027,-0.020853,0,1,0.266,0.266,0.2,0
-0.0038085,-0.020851,0,1,0.267,0.267,0.2,0
-0.0038143,-0.02085,0,1,0.268,0.268,0.2,0
-0.0038202,-0.020848,0,1,0.269,0.269,0.2,0
-0.003826,-0.020847,0,1,0.27,0.27,0.2,0
-0.0038319,-0.020845,0,1,0.271,0.271,0.2,0
-0.0038377,-0.020844,0,1,0.272,0.272,0.2,0
-0.0038435,-0.020842,0,1,0.273,0.273,0.2,0
-0.0038494,-0.02084,0,1,0.274,0.274,0.2,0
-0.0038552,-0.020839,0,1,0.275,0.275,0.2,0
-0.0038611,-0.020837,0,1,0.276,0.276,0.2,0
-0.0038669,-0.020836,0,1,0.277,0.277,0.2,0
-0.0038728,-0.020834,0,1,0.278,0.278,0.2,0
-0.0038786,-0.020833,0,1,0.279,0.279,0.2,0
-0.0038844,-0.020831,0,1,0.28,0.28,0.2,0
-0.0038903,-0.020829,0,1,0.281,0.281,0.2,0
-0.0038961,-0.020828,0,1,0.282,0.282,0.2,0
-0.003902,-0.020826,0,1,0.283,0.283,0.2,0
-0.0039078,-0.020825,0,1,0.284,0.284,0.2,0
-0.0039136,-0.020823,0,1,0.285,0.285,0.2,0
-0.0039195,-0.020821,0,1,0.286,0.286,0.2,0
-0.0039253,-0.02082,0,1,0.287,0.287,0.2,0
-0.0039312,-0.020818,0,1,0.288,0.288,0.2,0
-0.003937,-0.020817,0,1,0.289,0.289,0.2,0
-0.0039428,-0.020815,0,1,0.29,0.29,0.2,0
-0.0039487,-0.020814,0,1,0.291,0.291,0.2,0
-0.0039545,-0.020812,0,1,0.292,0.292,0.2,0
-0.0039604,-0.02081,0,1,0.293,0.293,0.2,0
-0.0039662,-0.020809,0,1,0.294,0.294,0.2,0
-0.0039721,-0.020807,0,1,0.295,0.295,0.2,0
-0.0039779,-0.020806,0,1,0.296,0.296,0.2,0
-0.0039837,-0.020804,0,1,0.297,0.297,0.2,0
-0.0039896,-0.020802,0,1,0.298,0.298,0.2,0
-0.0039954,-0.020801,0,1,0.299,0.299,0.2,0
-0.0040013,-0.020799,0,1,0.3,0.3,0.2,0
-0.0040071,-0.020798,0,1,0.301,0.301,0.2,0
-0.0040129,-0.020796,0,1,0.302,0.302,0.2,0
-0.0040188,-0.020795,0,1,0.303,0.303,0.2,0
-0.0040246,-0.020793,0,1,0.304,0.304,0.2,0
-0.0040305,-0.020791,0,1,0.305,0.305,0.2,0
-0.0040363,-0.02079,0,1,0.306,0.306,0.2,0
-0.0040422,-0.020788,0,1,0.307,0.307,0.2,0
-0.004048,-0.020787,0,1,0.308,0.308,0.2,0
-0.0040538,-0.020785,0,1,0.309,0.309,0.2,0
-0.0040597,-0.020784,0,1,0.31,0.31,0.2,0
-0.0040655,-0.020782,0,1,0.311,0.311,0.2,0
-0.0040703,-0.02078,0,1,0.312,0.312,0.2,0
-0.0040739,-0.020778,0,1,0.313,0.313,0.2,0
-0.0040774,-0.020776,0,1,0.314,0.314,0.2,0
-0.004081,-0.020774,0,1,0.315,0.315,0.2,0
-0.0040846,-0.020772,0,1,0.316,0.316,0.2,0
-0.0040882,-0.02077,0,1,0.317,0.317,0.2,0
-0.0040918,-0.020768,0,1,0.318,0.318,0.2,0
-0.0040953,-0.020765,0,1,0.319,0.319,0.2,0
-0.0040989,-0.020763,0,1,0.32,0.32,0.2,0
-0.0041025,-0.020761,0,1,0.321,0.321,0.2,0
-0.0041061,-0.020759,0,1,0.322,0.322,0.2,0
-0.0041097,-0.020757,0,1,0.323,0.323,0.2,0
-0.0041133,-0.020755,0,1,0.324,0.324,0.2,0
-0.0041168,-0.020753,0,1,0.325,0.325,0.2,0
-0.0041204,-0.020751,0,1,0.326,0.326,0.2,0
-0.004124,-0.020749,0,1,0.327,0.327,0.2,0
-0.0041276,-0.020747,0,1,0.328,0.328,0.2,0
-0.0041312,-0.020745,0,1,0.329,0.329,0.2,0
-0.0041347,-0.020743,0,1,0.33,0.33,0.2,0
-0.0041383,-0.02074,0,1,0.331,0.331,0.2,0
-0.0041419,-0.020738,0,1,0.332,0.332,0.2,0
-0.0041455,-0.020736,0,1,0.333,0.333,0.2,0
-0.0041491,-0.020734,0,1,0.334,0.334,0.2,0
-0.0041526,-0.020732,0,1,0.335,0.335,0.2,0
-0.0041562,-0.02073,0,1,0.336,0.336,0.2,0
-0.0041598,-0.020728,0,1,0.337,0.337,0.2,0
-0.0041634,-0.020726,0,1,0.338,0.338,0.2,0
-0.004167,-0.020724,0,1,0.339,0.339,0.2,0
-0.0041705,-0.020722,0,1,0.34,0.34,0.2,0
-0.0041741,-0.02072,0,1,0.341,0.341,0.2,0
-0.0041777,-0.020717,0,1,0.342,0.342,0.2,0
-0.0041813,-0.020715,0,1,0.343,0.343,0.2,0
-0.0041849,-0.020713,0,1,0.344,0.344,0.2,0
-0.0041884,-0.020711,0,1,0.345,0.345,0.2,0
-0.004192,-0.020709,0,1,0.346,0.346,0.2,0
-0.0041956,-0.020707,0,1,0.347,0.347,0.2,0
-0.0041992,-0.020705,0,1,0.348,0.348,0.2,0
-0.0042028,-0.020703,0,1,0.349,0.349,0.2,0
-0.0042063,-0.020701,0,1,0.35,0.35,0.2,0
-0.0042099,-0.020699,0,1,0.351,0.351,0.2,0
-0.0042135,-0.020697,0,1,0.352,0.352,0.2,0
-0.0042171,-0.020694,0,1,0.353,0.353,0.2,0
-0.0042207,-0.020692,0,1,0.354,0.354,0.2,0
-0.0042242,-0.02069,0,1,0.355,0.355,0.2,0
-0.0042278,-0.020688,0,1,0.356,0.356,0.2,0
-0.0042314,-0.020686,0,1,0.357,0.357,0.2,0
-0.004235,-0.020684,0,1,0.358,0.358,0.2,0
-0.0042386,-0.020682,0,1,0.359,0.359,0.2,0
-0.0042421,-0.02068,0,1,0.36,0.36,0.2,0
-0.0042457,-0.020678,0,1,0.361,0.361,0.2,0
-0.0042493,-0.020676,0,1,0.362,0.362,0.2,0
-0.0042511,-0.020673,0,1,0.363,0.363,0.2,0
-0.0042523,-0.020671,0,1,0.364,0.364,0.2,0
-0.0042535,-0.020668,0,1,0.365,0.365,0.2,0
-0.0042548,-0.020666,0,1,0.366,0.366,0.2,0
-0.004256,-0.020663,0,1,0.367,0.367,0.2,0
-0.0042572,-0.020661,0,1,0.368,0.368,0.2,0
-0.0042585,-0.020658,0,1,0.369,0.369,0.2,0
-0.0042597,-0.020656,0,1,0.37,0.37,0.2,0
-0.0042609,-0.020653,0,1,0.371,0.371,0.2,0
-0.0042622,-0.020651,0,1,0.372,0.372,0.2,0
-0.0042634,-0.020649,0,1,0.373,0.373,0.2,0
-0.0042646,-0.020646,0,1,0.374,0.374,0.2,0
-0.0042659,-0.020644,0,1,0.375,0.375,0.2,0
-0.0042671,-0.020641,0,1,0.376,0.376,0.2,0
-0.0042683,-0.020639,0,1,0.377,0.377,0.2,0
-0.0042696,-0.020636,0,1,0.378,0.378,0.2,0
-0.0042708,-0.020634,0,1,0.379,0.379,0.2,0
-0.0042721,-0.020631,0,1,0.38,0.38,0.2,0
-0.0042733,-0.020629,0,1,0.381,0.381,0.2,0
-0.0042745,-0.020626,0,1,0.382,0.382,0.2,0
-0.0042758,-0.020624,0,1,0.383,0.383,0.2,0
-0.004277,-0.020621,0,1,0.384,0.384,0.2,0
-0.0042782,-0.020619,0,1,0.385,0.385,0.2,0
-0.0042795,-0.020616,0,1,0.386,0.386,0.2,0
-0.0042807,-0.020614,0,1,0.387,0.387,0.2,0
-0.0042819,-0.020611,0,1,0.388,0.388,0.2,0
-0.0042832,-0.020609,0,1,0.389,0.389,0.2,0
-0.0042844,-0.020607,0,1,0.39,0.39,0.2,0
-0.0042856,-0.020604,0,1,0.391,0.391,0.2,0
-0.0042869,-0.020602,0,1,0.392,0.392,0.2,0
-0.0042881,-0.020599,0,1,0.393,0.393,0.2,0
-0.0042893,-0.020597,0,1,0.394,0.394,0.2,0
-0.0042906,-0.020594,0,1,0.395,0.395,0.2,0
-0.0042918,-0.020592,0,1,0.396,0.396,0.2,0
-0.004293,-0.020589,0,1,0.397,0.397,0.2,0
-0.0042943,-0.020587,0,1,0.398,0.398,0.2,0
-0.0042955,-0.020584,0,1,0.399,0.399,0.2,0
-0.0042967,-0.020582,0,1,0.4,0.4,0.2,0
-0.004298,-0.020579,0,1,0.401,0.401,0.2,0
-0.0042992,-0.020577,0,1,0.402,0.402,0.2,0
-0.0043004,-0.020574,0,1,0.403,0.403,0.2,0
-0.0043017,-0.020572,0,1,0.404,0.404,0.2,0
-0.0043029,-0.020569,0,1,0.405,0.405,0.2,0
-0.0043042,-0.020567,0,1,0.406,0.406,0.2,0
-0.0043054,-0.020564,0,1,0.407,0.407,0.2,0
-0.0043066,-0.020562,0,1,0.408,0.408,0.2,0
-0.0043079,-0.02056,0,1,0.409,0.409,0.2,0
-0.0043091,-0.020557,0,1,0.41,0.41,0.2,0
-0.0043103,-0.020555,0,1,0.411,0.411,0.2,0
-0.0043116,-0.020552,0,1,0.412,0.412,0.2,0
-0.0043128,-0.02055,0,1,0.413,0.413,0.2,0
-0.004314,-0.020547,0,1,0.414,0.414,0.2,0
-0.0043153,-0.020545,0,1,0.415,0.415,0.2,0
-0.0043165,-0.020542,0,1,0.416,0.416,0.2,0
-0.0043177,-0.02054,0,1,0.417,0.417,0.2,0
-0.004319,-0.020537,0,1,0.418,0.418,0.2,0
-0.0043178,-0.020534,0,1,0.419,0.419,0.2,0
-0.0043166,-0.020532,0,1,0.42,0.42,0.2,0
-0.0043155,-0.020529,0,1,0.421,0.421,0.2,0
-0.0043143,-0.020526,0,1,0.422,0.422,0.2,0
-0.0043132,-0.020523,0,1,0.423,0.423,0.2,0
-0.004312,-0.02052,0,1,0.424,0.424,0.2,0
-0.0043108,-0.020517,0,1,0.425,0.425,0.2,0
-0.0043097,-0.020515,0,1,0.426,0.426,0.2,0
-0.0043085,-0.020512,0,1,0.427,0.427,0.2,0
-0.0043073,-0.020509,0,1,0.428,0.428,0.2,0
-0.0043062,-0.020506,0,1,0.429,0.429,0.2,0
-0.004305,-0.020503,0,1,0.43,0.43,0.2,0
-0.0043039,-0.0205,0,1,0.431,0.431,0.2,0
-0.0043027,-0.020498,0,1,0.432,0.432,0.2,0
-0.0043015,-0.020495,0,1,0.433,0.433,0.2,0
-0.0043004,-0.020492,0,1,0.434,0.434,0.2,0
-0.0042992,-0.020489,0,1,0.435,0.435,0.2,0
-0.0042981,-0.020486,0,1,0.436,0.436,0.2,0
-0.0042969,-0.020484,0,1,0.437,0.437,0.2,0
-0.0042957,-0.020481,0,1,0.438,0.438,0.2,0
-0.0042946,-0.020478,0,1,0.439,0.439,0.2,0
-0.0042934,-0.020475,0,1,0.44,0.44,0.2,0
-0.0042922,-0.020472,0,1,0.441,0.441,0.2,0
-0.0042911,-0.020469,0,1,0.442,0.442,0.2,0
-0.0042899,-0.020467,0,1,0.443,0.443,0.2,0
-0.0042888,-0.020464,0,1,0.444,0.444,0.2,0
-0.0042876,-0.020461,0,1,0.445,0.445,0.2,0
-0.0042864,-0.020458,0,1,0.446,0.446,0.2,0
-0.0042853,-0.020455,0,1,0.447,0.447,0.2,0
-0.0042841,-0.020452,0,1,0.448,0.448,0.2,0
-0.004283,-0.02045,0,1,0.449,0.449,0.2,0
