phi,kxx,kyy
2.0282262996941895e-05,9.874323552393478e-13,9.874323552393478e-13
1.8823241590214067e-05,4.367784497024465e-13,4.367784497024465e-13
2.271070336391437e-05,1.2693282332752293e-12,1.2693282332752293e-12
2.473588175331295e-05,1.989862725317023e-12,1.989862725317023e-12
2.2990927624872578e-05,1.0222955968685015e-12,1.0222955968685015e-12
2.375453618756371e-05,8.50031706288481e-13,8.50031706288481e-13
2.5542609582059123e-05,7.644349732264016e-13,7.644349732264016e-13
2.3524974515800206e-05,5.235502351747197e-13,5.235502351747197e-13
2.4239857288481143e-05,8.588828288097861e-13,8.588828288097861e-13
2.5301630988786954e-05,9.273095109431192e-13,9.273095109431192e-13
2.7640672782874614e-05,1.8547015170040774e-12,1.8547015170040774e-12
2.7971355759429156e-05,2.01278027146789e-12,2.01278027146789e-12
2.599908256880734e-05,2.737298674078491e-12,2.737298674078491e-12
2.3885932721712538e-05,1.9591383241121306e-12,1.9591383241121306e-12
3.37158002038736e-05,1.7081620186574922e-11,1.7081620186574922e-11
3.1143934760448526e-05,1.3126582909011214e-11,1.3126582909011214e-11
2.711325178389399e-05,5.837646289309888e-12,5.837646289309888e-12
2.7197349643221203e-05,5.0526750619317025e-12,5.0526750619317025e-12
3.2222528032619776e-05,3.2986276490713553e-11,3.2986276490713553e-11
3.1877471967380224e-05,2.4784350305280325e-11,2.4784350305280325e-11
2.803139653414883e-05,1.513503721698267e-11,1.513503721698267e-11
3.0284607543323142e-05,2.8185865462905195e-11,2.8185865462905195e-11
3.0185932721712538e-05,3.4949459087675837e-11,3.4949459087675837e-11
3.358409785932721e-05,3.801727143326198e-11,3.801727143326198e-11
4.150672782874618e-05,2.2171468353435273e-10,2.2171468353435273e-10
4.4141488277268095e-05,2.725528029216106e-10,2.725528029216106e-10
4.3665953109072375e-05,2.631604319442405e-10,2.631604319442405e-10
4.0646075433231395e-05,1.0180199352731905e-10,1.0180199352731905e-10
4.16112130479103e-05,1.5772161096585117e-10,1.5772161096585117e-10
4.149490316004077e-05,1.7524377520244648e-10,1.7524377520244648e-10
3.719266055045872e-05,1.1742274590152905e-10,1.1742274590152905e-10
3.584617737003058e-05,1.0580300674250765e-10,1.0580300674250765e-10
3.4267482161060145e-05,6.668563273172273e-11,6.668563273172273e-11
3.316850152905198e-05,6.294729604418961e-11,6.294729604418961e-11
2.923853211009174e-05,2.8594920522823647e-11,2.8594920522823647e-11
2.9626299694189604e-05,2.9594016882895004e-11,2.9594016882895004e-11
2.8385219164118247e-05,1.6765321832324158e-11,1.6765321832324158e-11
2.6709378185524974e-05,7.780597461641181e-12,7.780597461641181e-12
2.6974923547400613e-05,1.4894292318216106e-11,1.4894292318216106e-11
1.9388990825688072e-05,2.677801585432212e-12,2.677801585432212e-12
2.187859327217125e-05,4.194514568422018e-12,4.194514568422018e-12
1.4559327217125383e-05,1.0363600084220182e-12,1.0363600084220182e-12
9.862793068297656e-06,5.397725982863405e-13,5.397725982863405e-13
1.3330581039755351e-05,1.0034575348985728e-12,1.0034575348985728e-12
1.341264016309888e-05,8.981605652813455e-13,8.981605652813455e-13
1.530764525993884e-05,7.290697186240571e-13,7.290697186240571e-13
1.2567074413863406e-05,2.3096218503649337e-13,2.3096218503649337e-13
1.4408664627930684e-05,2.8023692133690115e-13,2.8023692133690115e-13
1.0704281345565749e-05,1.7275181902089704e-13,1.7275181902089704e-13
9.980835881753312e-06,8.082227781524974e-14,8.082227781524974e-14
1.2737920489296636e-05,1.6937454937961264e-13,1.6937454937961264e-13
1.1154638124362894e-05,9.2491715252579e-14,9.2491715252579e-14
1.4008664627930682e-05,1.4182922832558615e-13,1.4182922832558615e-13
1.571406727828746e-05,5.3283496008369e-13,5.3283496008369e-13
1.5597349643221202e-05,3.9112343820672786e-13,3.9112343820672786e-13
1.3982466870540267e-05,1.2180303545117228e-13,1.2180303545117228e-13
1.2323139653414882e-05,1.425143402188583e-13,1.425143402188583e-13
1.5087869520897045e-05,3.5353785768888885e-13,3.5353785768888885e-13
1.7938124362895002e-05,5.779225661347604e-13,5.779225661347604e-13
1.869571865443425e-05,4.57769433040367e-13,4.57769433040367e-13
1.916941896024465e-05,5.531790609731905e-13,5.531790609731905e-13
1.7622426095820592e-05,5.454858882156982e-13,5.454858882156982e-13
2.1942609582059124e-05,8.797872928777777e-13,8.797872928777777e-13
2.3132619775739043e-05,1.920063807321101e-12,1.920063807321101e-12
2.6641080530071355e-05,4.105349418494393e-12,4.105349418494393e-12
2.4897655453618755e-05,2.0789876337237513e-12,2.0789876337237513e-12
2.9825382262996942e-05,2.605759202646279e-12,2.605759202646279e-12
2.5538939857288484e-05,1.5130610649683995e-12,1.5130610649683995e-12
2.474271151885831e-05,1.2814409310652394e-12,1.2814409310652394e-12
2.673934760448522e-05,1.084076391825688e-12,1.084076391825688e-12
2.7592252803261976e-05,1.8708584876442403e-12,1.8708584876442403e-12
2.7919775739041794e-05,1.765284857570846e-12,1.765284857570846e-12
2.5999286442405707e-05,1.82063706956473e-12,1.82063706956473e-12
2.7466156982670743e-05,6.483482458186544e-12,6.483482458186544e-12
2.6551376146788993e-05,6.955082901959224e-12,6.955082901959224e-12
2.9381141692150867e-05,9.619655087396534e-12,9.619655087396534e-12
2.631763506625892e-05,5.32216246699898e-12,5.32216246699898e-12
2.461264016309888e-05,6.632537051589195e-12,6.632537051589195e-12
2.5263098878695208e-05,8.578254828482161e-12,8.578254828482161e-12
2.6887665647298676e-05,9.725268958990824e-12,9.725268958990824e-12
2.3740774719673802e-05,7.179982701872578e-12,7.179982701872578e-12
3.1639245667686037e-05,4.464032154629969e-11,4.464032154629969e-11
3.106768603465851e-05,3.473346272426096e-11,3.473346272426096e-11
3.626768603465851e-05,1.1342877495249746e-10,1.1342877495249746e-10
3.717288481141692e-05,7.864772662977573e-11,7.864772662977573e-11
4.462048929663608e-05,3.7358718943781853e-10,3.7358718943781853e-10
4.116340468909276e-05,1.5920149289683996e-10,1.5920149289683996e-10
4.196829765545362e-05,1.5280510315025486e-10,1.5280510315025486e-10
3.658827726809378e-05,5.697837185333333e-11,5.697837185333333e-11
3.710091743119266e-05,9.656234629891946e-11,9.656234629891946e-11
3.729367991845056e-05,1.3332217080795108e-10,1.3332217080795108e-10
3.269031600407747e-05,5.646750574554535e-11,5.646750574554535e-11
3.148226299694189e-05,6.573321653589194e-11,6.573321653589194e-11
2.77579001019368e-05,2.2429215294780836e-11,2.2429215294780836e-11
2.755423037716616e-05,1.2329901399051989e-11,1.2329901399051989e-11
2.991916411824669e-05,2.972258854216106e-11,2.972258854216106e-11
2.870621814475026e-05,1.6877796883231393e-11,1.6877796883231393e-11
2.9884505606523958e-05,1.635053235567788e-11,1.635053235567788e-11
2.4113761467889907e-05,4.024302995407746e-12,4.024302995407746e-12
2.006422018348624e-05,3.6832359850448525e-12,3.6832359850448525e-12
1.6891539245667686e-05,2.116995750211009e-12,2.116995750211009e-12
9.929051987767584e-06,5.798098934648318e-13,5.798098934648318e-13
8.64954128440367e-06,6.336007344479103e-13,6.336007344479103e-13
1.1808766564729868e-05,8.439149951121305e-13,8.439149951121305e-13
1.2390112130479103e-05,4.931145668822631e-13,4.931145668822631e-13
1.3923445463812436e-05,7.013443167640163e-13,7.013443167640163e-13
1.4570438328236495e-05,4.0923312864842004e-13,4.0923312864842004e-13
8.627726809378186e-06,7.937971989489297e-14,7.937971989489297e-14
1.3953516819571866e-05,2.2291287481906217e-13,2.2291287481906217e-13
1.2772782874617737e-05,9.940148620200814e-14,9.940148620200814e-14
1.3933333333333334e-05,1.916411889299694e-13,1.916411889299694e-13
1.3632212028542302e-05,1.3470547308878693e-13,1.3470547308878693e-13
1.1313965341488278e-05,1.0821146176819572e-13,1.0821146176819572e-13
1.818868501529052e-05,7.784671915632007e-13,7.784671915632007e-13
1.972415902140673e-05,7.735818709262997e-13,7.735818709262997e-13
1.515728848114169e-05,2.319038366254842e-13,2.319038366254842e-13
1.581131498470948e-05,4.90288606077268e-13,4.90288606077268e-13
2.0539551478083588e-05,9.338618365831802e-13,9.338618365831802e-13
1.7918042813455655e-05,3.613386765147808e-13,3.613386765147808e-13
1.6899388379204894e-05,3.303356027776758e-13,3.303356027776758e-13
2.0356676860346583e-05,6.81772853075739e-13,6.81772853075739e-13
2.3570438328236493e-05,1.6296508113873598e-12,1.6296508113873598e-12
2.1436493374108054e-05,1.1838653032701323e-12,1.1838653032701323e-12
2.339643221202854e-05,1.6981318195739042e-12,1.6981318195739042e-12
2.661702344546381e-05,3.4799559422334346e-12,3.4799559422334346e-12
2.7018858307849132e-05,2.5227711261763506e-12,2.5227711261763506e-12
2.8833843017329257e-05,2.1610702759734966e-12,2.1610702759734966e-12
2.3558409785932723e-05,6.939398769189603e-13,6.939398769189603e-13
2.5910703363914374e-05,1.492869881858308e-12,1.492869881858308e-12
2.9082976554536187e-05,2.7670371580214065e-12,2.7670371580214065e-12
2.616218144750255e-05,1.3833224015963301e-12,1.3833224015963301e-12
2.9349439347604487e-05,3.592581898844037e-12,3.592581898844037e-12
2.8539449541284405e-05,4.019987092291539e-12,4.019987092291539e-12
2.8012130479102958e-05,4.451024083e-12,4.451024083e-12
2.9051987767584096e-05,8.076322338333333e-12,8.076322338333333e-12
3.0441997961264017e-05,1.2839057242201835e-11,1.2839057242201835e-11
3.144546381243629e-05,2.98199730227319e-11,2.98199730227319e-11
2.6398776758409784e-05,1.491944326877676e-11,1.491944326877676e-11
2.7650254841997963e-05,2.4827811147849135e-11,2.4827811147849135e-11
3.0529051987767585e-05,5.1974439333588176e-11,5.1974439333588176e-11
2.36710499490316e-05,8.65356683484098e-12,8.65356683484098e-12
2.5476350662589194e-05,1.4848819399602445e-11,1.4848819399602445e-11
2.7113659531090727e-05,1.6508882740407748e-11,1.6508882740407748e-11
2.78519877675841e-05,2.3655978059327213e-11,2.3655978059327213e-11
3.2756371049949036e-05,3.999524278915392e-11,3.999524278915392e-11
4.229714576962283e-05,2.539571961150866e-10,2.539571961150866e-10
4.2313251783893986e-05,2.0347722626381242e-10,2.0347722626381242e-10
3.4351681957186546e-05,3.692642440554536e-11,3.692642440554536e-11
3.6146177370030585e-05,9.411103405347604e-11,9.411103405347604e-11
3.611834862385321e-05,9.007138897822629e-11,9.007138897822629e-11
3.7175025484199795e-05,1.2125977491906217e-10,1.2125977491906217e-10
3.347013251783894e-05,6.179880303778796e-11,6.179880303778796e-11
2.993527013251784e-05,2.984562699230377e-11,2.984562699230377e-11
2.3362283384301733e-05,8.823627502151885e-12,8.823627502151885e-12
2.7581651376146786e-05,1.662377228256881e-11,1.662377228256881e-11
2.786829765545362e-05,1.514197887933741e-11,1.514197887933741e-11
2.909816513761468e-05,2.2626096935769622e-11,2.2626096935769622e-11
2.9304587155963304e-05,1.9106875329520895e-11,1.9106875329520895e-11
2.4825382262996942e-05,7.45150230374516e-12,7.45150230374516e-12
2.096738022426096e-05,5.335251021670744e-12,5.335251021670744e-12
1.6194189602446483e-05,2.093816634174312e-12,2.093816634174312e-12
1.1852089704383283e-05,7.212135677069317e-13,7.212135677069317e-13
9.006625891946992e-06,5.292162413170234e-13,5.292162413170234e-13
1.0194393476044852e-05,5.321961259394496e-13,5.321961259394496e-13
1.3609480122324157e-05,9.121042522721712e-13,9.121042522721712e-13
2.0375433231396535e-05,1.6636247154046892e-12,1.6636247154046892e-12
1.3877981651376146e-05,3.270639671287462e-13,3.270639671287462e-13
1.0232415902140672e-05,1.2211289516207952e-13,1.2211289516207952e-13
1.4154230377166158e-05,1.3498012146890927e-13,1.3498012146890927e-13
1.473730886850153e-05,2.1737262342956167e-13,2.1737262342956167e-13
9.514984709480122e-06,6.770877340053007e-14,6.770877340053007e-14
1.3023649337410803e-05,1.454368806740061e-13,1.454368806740061e-13
1.1838124362895005e-05,1.6792283651325176e-13,1.6792283651325176e-13
1.020020387359837e-05,6.753301855801224e-14,6.753301855801224e-14
1.5282059123343527e-05,2.379209500376147e-13,2.379209500376147e-13
2.1170642201834865e-05,7.012849605206932e-13,7.012849605206932e-13
2.0664220183486238e-05,1.0741870380652396e-12,1.0741870380652396e-12
2.0340366972477063e-05,7.982750741867483e-13,7.982750741867483e-13
2.0610295616717636e-05,6.495977450425077e-13,6.495977450425077e-13
1.8759123343527013e-05,4.608770844916411e-13,4.608770844916411e-13
1.9444138634046892e-05,5.637897439957186e-13,5.637897439957186e-13
1.9380224260958207e-05,4.1593837206788996e-13,4.1593837206788996e-13
2.07158002038736e-05,1.1163400312048927e-12,1.1163400312048927e-12
2.090020387359837e-05,8.477208369509684e-13,8.477208369509684e-13
2.5283792048929663e-05,2.322167144504587e-12,2.322167144504587e-12
2.3834862385321102e-05,1.639610587809378e-12,1.639610587809378e-12
2.858960244648318e-05,3.137178667232415e-12,3.137178667232415e-12
2.2732008154943936e-05,9.525821921044851e-13,9.525821921044851e-13
2.5880937818552497e-05,2.0629715084067275e-12,2.0629715084067275e-12
2.7877981651376144e-05,2.500396840557594e-12,2.500396840557594e-12
3.142528032619776e-05,6.8983021159734956e-12,6.8983021159734956e-12
2.693190621814475e-05,4.0963755593343526e-12,4.0963755593343526e-12
3.394821610601427e-05,1.621059246675841e-11,1.621059246675841e-11
3.054831804281345e-05,9.985098399042813e-12,9.985098399042813e-12
2.4579001019367994e-05,2.7298741134729865e-12,2.7298741134729865e-12
2.9495718654434252e-05,9.178849467490315e-12,9.178849467490315e-12
2.8711009174311925e-05,1.0038700104877675e-11,1.0038700104877675e-11
2.3736493374108052e-05,6.9290768190795105e-12,6.9290768190795105e-12
2.656126401630989e-05,1.045364048722732e-11,1.045364048722732e-11
2.587981651376147e-05,1.3819743106462792e-11,1.3819743106462792e-11
2.9379714576962283e-05,3.489915718655453e-11,3.489915718655453e-11
2.8700407747196738e-05,2.3078914649663607e-11,2.3078914649663607e-11
2.0133639143730886e-05,3.3908913961080525e-12,3.3908913961080525e-12
2.5302854230377165e-05,9.98636600695107e-12,9.98636600695107e-12
3.156503567787972e-05,3.5563444092762485e-11,3.5563444092762485e-11
3.490387359836901e-05,5.0229969402701325e-11,5.0229969402701325e-11
3.601100917431193e-05,7.48352449399898e-11,7.48352449399898e-11
3.888980632008155e-05,1.4361796392945972e-10,1.4361796392945972e-10
3.412935779816514e-05,7.669178750657493e-11,7.669178750657493e-11
3.458053007135576e-05,4.9095762136218145e-11,4.9095762136218145e-11
3.123639143730887e-05,3.290911337439347e-11,3.290911337439347e-11
3.388144750254842e-05,8.338747356483181e-11,8.338747356483181e-11
2.9908154943934763e-05,2.6480228599683996e-11,2.6480228599683996e-11
2.9630886850152908e-05,3.2176214675056066e-11,3.2176214675056066e-11
2.976738022426096e-05,2.6620168488603465e-11,2.6620168488603465e-11
2.3788990825688074e-05,5.577364132147808e-12,5.577364132147808e-12
2.8714576962283383e-05,1.0376074955698266e-11,1.0376074955698266e-11
2.9579612640163097e-05,3.215247217772681e-11,3.215247217772681e-11
2.0544240570846076e-05,3.3872294177064218e-12,3.3872294177064218e-12
1.8971559633027523e-05,3.924664989666666e-12,3.924664989666666e-12
1.479908256880734e-05,1.7171962400988787e-12,1.7171962400988787e-12
1.1474311926605504e-05,8.673818380232417e-13,8.673818380232417e-13
9.2986748216106e-06,5.907857682895004e-13,5.907857682895004e-13
1.0887257900101937e-05,4.717694581604486e-13,4.717694581604486e-13
7.03802242609582e-06,1.3685738841875635e-13,1.3685738841875635e-13
1.5148929663608561e-05,3.9424517419031595e-13,3.9424517419031595e-13
1.688827726809378e-05,3.9802184092650355e-13,3.9802184092650355e-13
1.3112945973496433e-05,2.292549385124363e-13,2.292549385124363e-13
1.4067278287461774e-05,1.9115728464118246e-13,1.9115728464118246e-13
1.5530275229357797e-05,1.4640368321355758e-13,1.4640368321355758e-13
1.1892660550458716e-05,1.0247603900234454e-13,1.0247603900234454e-13
9.127013251783894e-06,5.85838073295209e-14,5.85838073295209e-14
1.0134556574923546e-05,5.4718709851162083e-14,5.4718709851162083e-14
9.9217125382263e-06,6.432275122845056e-14,6.432275122845056e-14
1.1446687054026504e-05,6.078964629749235e-14,6.078964629749235e-14
1.9378797145769623e-05,3.911968789823649e-13,3.911968789823649e-13
2.0264627930682976e-05,5.449204948470948e-13,5.449204948470948e-13
1.995310907237513e-05,6.656651782986748e-13,6.656651782986748e-13
1.8738735983690112e-05,4.665129094932721e-13,4.665129094932721e-13
1.657125382262997e-05,3.3318470245718655e-13,3.3318470245718655e-13
1.4483180428134557e-05,2.0300137027920487e-13,2.0300137027920487e-13
2.0896432212028545e-05,8.629130171276248e-13,8.629130171276248e-13
2.538175331294597e-05,2.2742394931162077e-12,2.2742394931162077e-12
2.4551172273190622e-05,1.9696715422069312e-12,1.9696715422069312e-12
2.6341794087665646e-05,2.9458402957471968e-12,2.9458402957471968e-12
2.266065239551478e-05,1.2765113447553515e-12,1.2765113447553515e-12
2.5604281345565752e-05,2.1558086971162076e-12,2.1558086971162076e-12
2.6165953109072376e-05,3.850751376159021e-12,3.850751376159021e-12
2.985474006116208e-05,6.947678462114168e-12,6.947678462114168e-12
2.985677879714577e-05,3.830439468486238e-12,3.830439468486238e-12
3.054811416921509e-05,6.901833309432212e-12,6.901833309432212e-12
3.1267686034658515e-05,1.097144825737003e-11,1.097144825737003e-11
2.8429765545361873e-05,4.92965673254944e-12,4.92965673254944e-12
2.9104281345565753e-05,6.1034113536941895e-12,6.1034113536941895e-12
2.5570948012232413e-05,2.351161160310907e-12,2.351161160310907e-12
2.5635575942915394e-05,3.4954187466381237e-12,3.4954187466381237e-12
2.790152905198777e-05,1.1923361434189602e-11,1.1923361434189602e-11
2.3714067278287464e-05,5.8019520602742096e-12,5.8019520602742096e-12
2.9609887869520896e-05,1.387980357640163e-11,1.387980357640163e-11
2.782752293577982e-05,2.2279617440846074e-11,2.2279617440846074e-11
2.5389500509683995e-05,1.0026466682524973e-11,1.0026466682524973e-11
