phi,kxx,kyy
0.108122,3.596427459064e-10,3.596427459064e-10
0.121358,3.958618440931e-10,3.958618440931e-10
0.055409,1.335346701832e-10,1.335346701832e-10
0.136412,7.329908956799e-10,7.329908956799e-10
0.1036,2.695494786193e-10,2.695494786193e-10
0.166113,5.561431226296e-10,5.561431226296e-10
0.098401,1.2658870399779998e-10,1.2658870399779998e-10
0.090123,2.539669466356e-10,2.539669466356e-10
0.1144,4.16442155668e-10,4.16442155668e-10
0.104135,4.0977548877649997e-10,4.0977548877649997e-10
0.043932,1.516378042751e-10,1.516378042751e-10
0.012773,4.3997040714e-11,4.3997040714e-11
0.007545,4.08438207705e-11,4.08438207705e-11
0.05609,9.09282043989e-11,9.09282043989e-11
0.048029,5.45660023337e-11,5.45660023337e-11
0.085324,9.431433824119999e-11,9.431433824119999e-11
0.069299,3.96259574183e-11,3.96259574183e-11
0.073954,2.7957563242399997e-11,2.7957563242399997e-11
0.072424,3.84347409952e-11,3.84347409952e-11
0.031218,1.27836175049e-11,1.27836175049e-11
0.032308,1.19684188591e-11,1.19684188591e-11
0.053002,1.90150512211e-11,1.90150512211e-11
0.055726,2.81855425247e-11,2.81855425247e-11
0.07545,4.3541082149399995e-11,4.3541082149399995e-11
0.081604,3.3050087470399995e-11,3.3050087470399995e-11
0.103274,5.0041945926499996e-11,5.0041945926499996e-11
0.077952,3.58934134977e-11,3.58934134977e-11
0.106684,6.986627425359999e-11,6.986627425359999e-11
0.094703,2.5656058106799998e-11,2.5656058106799998e-11
0.131703,7.46094276334e-11,7.46094276334e-11
0.095356,3.0954849304499997e-11,3.0954849304499997e-11
0.075013,1.9268690509199998e-11,1.9268690509199998e-11
0.016765,4.571428725599999e-12,4.571428725599999e-12
0.022888,1.04880339091e-11,1.04880339091e-11
0.036891,9.1912166929e-12,9.1912166929e-12
0.067574,2.9929435995799995e-11,2.9929435995799995e-11
0.034865,1.0146558447299999e-11,1.0146558447299999e-11
0.037153,1.02531461637e-11,1.02531461637e-11
0.06283,1.97216883039e-11,1.97216883039e-11
0.000642,4.4125340743e-12,4.4125340743e-12
0.040687,1.10683448095e-11,1.10683448095e-11
0.061634,1.57058973962e-11,1.57058973962e-11
0.065337,2.36555645777e-11,2.36555645777e-11
0.060135,3.35149283447e-11,3.35149283447e-11
0.067597,2.78568970658e-11,2.78568970658e-11
0.027029,1.7261288516999997e-11,1.7261288516999997e-11
0.0,5.3668889053999996e-12,5.3668889053999996e-12
0.011472,1.4279793227699999e-11,1.4279793227699999e-11
0.050869,4.4926722462599996e-11,4.4926722462599996e-11
0.055404,6.01618574447e-11,6.01618574447e-11
0.082109,1.326632169093e-10,1.326632169093e-10
0.090661,3.699304343856e-10,3.699304343856e-10
0.08831,4.1400642896359994e-10,4.1400642896359994e-10
0.072524,3.380093871704e-10,3.380093871704e-10
0.013453,1.37004692506e-10,1.37004692506e-10
0.070748,7.495998278955999e-10,7.495998278955999e-10
0.099246,1.788078027241e-09,1.788078027241e-09
0.097004,1.0748976429619999e-09,1.0748976429619999e-09
0.06553,3.838717129214e-10,3.838717129214e-10
0.125783,1.4972415999639998e-09,1.4972415999639998e-09
0.12842,5.767540288268e-10,5.767540288268e-10
0.125071,4.085201223389e-10,4.085201223389e-10
0.095921,2.09513947357e-10,2.09513947357e-10
0.126478,5.788472931460999e-10,5.788472931460999e-10
0.083275,1.709696578755e-10,1.709696578755e-10
0.09321,1.923266780875e-10,1.923266780875e-10
0.087493,1.701189299909e-10,1.701189299909e-10
0.072304,8.40809305435e-11,8.40809305435e-11
0.082226,1.6022601083169997e-10,1.6022601083169997e-10
0.093172,2.735623087571e-10,2.735623087571e-10
0.100265,3.184544889042e-10,3.184544889042e-10
0.035246,5.7719222277199997e-11,5.7719222277199997e-11
0.041985,5.58055779985e-11,5.58055779985e-11
0.033305,5.08995822742e-11,5.08995822742e-11
0.103038,1.14167287344e-10,1.14167287344e-10
0.090663,8.92050363171e-11,8.92050363171e-11
0.101804,9.503873994339998e-11,9.503873994339998e-11
0.113558,7.41761683047e-11,7.41761683047e-11
0.110798,9.274019557769999e-11,9.274019557769999e-11
0.071355,2.41460654578e-11,2.41460654578e-11
0.091618,4.3069332811999995e-11,4.3069332811999995e-11
0.045408,1.37113254069e-11,1.37113254069e-11
0.045483,1.16141133944e-11,1.16141133944e-11
0.055202,2.3465088380799997e-11,2.3465088380799997e-11
0.126598,6.163928162479999e-11,6.163928162479999e-11
0.09377,2.7676290101899997e-11,2.7676290101899997e-11
0.047951,1.01702446065e-11,1.01702446065e-11
0.054325,6.6627191983e-12,6.6627191983e-12
0.079452,1.8899581194999998e-11,1.8899581194999998e-11
0.128338,7.10338045175e-11,7.10338045175e-11
0.110059,4.0830990767599994e-11,4.0830990767599994e-11
0.089768,2.30792013705e-11,2.30792013705e-11
0.061472,1.2275352005399999e-11,1.2275352005399999e-11
0.049828,1.8820627331e-11,1.8820627331e-11
0.014711,6.7426599856e-12,6.7426599856e-12
0.058905,1.15924010818e-11,1.15924010818e-11
0.069577,1.72830008296e-11,1.72830008296e-11
0.076228,2.8331607173099997e-11,2.8331607173099997e-11
0.050193,1.28832967582e-11,1.28832967582e-11
0.055493,1.39491739222e-11,1.39491739222e-11
0.129989,3.31359497975e-11,3.31359497975e-11
0.126045,4.28808304617e-11,4.28808304617e-11
0.10492,3.7468543084499996e-11,3.7468543084499996e-11
0.062867,2.3373304513899998e-11,2.3373304513899998e-11
0.078956,3.11364431917e-11,3.11364431917e-11
0.033344,2.10619301453e-11,2.10619301453e-11
0.0,6.3528252821e-12,6.3528252821e-12
0.010057,1.6395756782899998e-11,1.6395756782899998e-11
0.06602,6.00819166574e-11,6.00819166574e-11
0.084641,1.290964761031e-10,1.290964761031e-10
0.11311,5.77379738199e-10,5.77379738199e-10
0.100141,4.568329786438e-10,4.568329786438e-10
0.120027,1.4710486555819998e-09,1.4710486555819998e-09
0.100715,7.306716259249e-10,7.306716259249e-10
0.04518,1.839151308016e-10,1.839151308016e-10
0.046611,2.286119001353e-10,2.286119001353e-10
0.076426,4.204836065815e-10,4.204836065815e-10
0.08509,4.196091925377e-10,4.196091925377e-10
0.066341,3.520108680275e-10,3.520108680275e-10
0.090001,8.828788849440999e-10,8.828788849440999e-10
0.128867,5.523079386857999e-10,5.523079386857999e-10
0.118065,3.314433864555e-10,3.314433864555e-10
0.076981,1.038904550211e-10,1.038904550211e-10
0.125657,5.453599986538e-10,5.453599986538e-10
0.061399,1.3496176127500001e-10,1.3496176127500001e-10
0.068444,1.001667934102e-10,1.001667934102e-10
0.063499,6.83849023803e-11,6.83849023803e-11
0.04183,5.45492246376e-11,5.45492246376e-11
0.063443,7.623587723179999e-11,7.623587723179999e-11
0.093724,1.888783680773e-10,1.888783680773e-10
0.061182,7.639970649959999e-11,7.639970649959999e-11
0.057992,9.74803881876e-11,9.74803881876e-11
0.082791,1.249217905441e-10,1.249217905441e-10
0.048992,4.33812005748e-11,4.33812005748e-11
0.12115,1.850431841335e-10,1.850431841335e-10
0.094221,1.18598572961e-10,1.18598572961e-10
0.108486,1.288744183606e-10,1.288744183606e-10
0.109726,9.25882093895e-11,9.25882093895e-11
0.087914,5.436763075039999e-11,5.436763075039999e-11
0.064185,3.1382187093399995e-11,3.1382187093399995e-11
0.06582,2.23153227363e-11,2.23153227363e-11
0.063834,1.98855175717e-11,1.98855175717e-11
0.03707,1.05689616197e-11,1.05689616197e-11
0.046315,1.56062181429e-11,1.56062181429e-11
0.114975,4.12741193293e-11,4.12741193293e-11
0.127652,3.42413038935e-11,3.42413038935e-11
0.053052,1.0727856270999999e-11,1.0727856270999999e-11
0.0797,1.2070071959e-11,1.2070071959e-11
0.072421,1.03774984995e-11,1.03774984995e-11
0.112208,3.0907476986099996e-11,3.0907476986099996e-11
0.10911,2.51359495277e-11,2.51359495277e-11
0.04708,7.4147547529e-12,7.4147547529e-12
0.052583,9.257340553999998e-12,9.257340553999998e-12
0.095527,2.19531218852e-11,2.19531218852e-11
0.078603,1.17957072816e-11,1.17957072816e-11
0.098089,2.33180368091e-11,2.33180368091e-11
0.075452,1.74211700916e-11,1.74211700916e-11
0.101145,2.3574636867099997e-11,2.3574636867099997e-11
0.134359,5.94739719046e-11,5.94739719046e-11
0.088642,2.7711819340699998e-11,2.7711819340699998e-11
0.130042,5.4348879207699996e-11,5.4348879207699996e-11
0.128631,6.21060963457e-11,6.21060963457e-11
0.117808,3.81771540139e-11,3.81771540139e-11
0.092671,2.89178396133e-11,2.89178396133e-11
0.104274,5.6696769738399994e-11,5.6696769738399994e-11
0.051102,2.11083155404e-11,2.11083155404e-11
0.079984,6.14695308172e-11,6.14695308172e-11
0.06978,7.14858153889e-11,7.14858153889e-11
0.090863,1.3780903499550001e-10,1.3780903499550001e-10
0.091632,2.6044215040689996e-10,2.6044215040689996e-10
0.118414,5.309765784796e-10,5.309765784796e-10
0.106211,6.579886725731001e-10,6.579886725731001e-10
0.133152,1.6976955914270001e-09,1.6976955914270001e-09
0.15504,2.444648491032e-09,2.444648491032e-09
0.123668,1.1968517551429998e-09,1.1968517551429998e-09
0.107963,9.25062947556e-10,9.25062947556e-10
0.083491,7.044322961478e-10,7.044322961478e-10
0.080094,5.392262703443e-10,5.392262703443e-10
0.052688,2.8283741393049997e-10,2.8283741393049997e-10
0.100773,7.361539848564e-10,7.361539848564e-10
0.150215,1.289089606761e-09,1.289089606761e-09
0.156585,1.4146459889869999e-09,1.4146459889869999e-09
0.104582,3.2463953722529997e-10,3.2463953722529997e-10
0.07511,1.760049405521e-10,1.760049405521e-10
0.070481,1.07643724331e-10,1.07643724331e-10
0.020966,3.34290660176e-11,3.34290660176e-11
0.01134,2.2814705926099997e-11,2.2814705926099997e-11
0.039163,5.10693330818e-11,5.10693330818e-11
0.078631,1.928882374452e-10,1.928882374452e-10
0.053883,7.21894917018e-11,7.21894917018e-11
0.066158,8.0513202814e-11,8.0513202814e-11
0.054569,8.51349646279e-11,8.51349646279e-11
0.101458,1.394335107473e-10,1.394335107473e-10
0.07679,7.73274144016e-11,7.73274144016e-11
0.109403,1.061287970655e-10,1.061287970655e-10
0.075479,4.7490749196e-11,4.7490749196e-11
0.070868,5.397582220029999e-11,5.397582220029999e-11
0.103563,1.26977551778e-10,1.26977551778e-10
0.086852,6.03641767212e-11,6.03641767212e-11
0.080283,3.01820883606e-11,3.01820883606e-11
0.112833,6.99442411943e-11,6.99442411943e-11
0.089174,2.7107822281099996e-11,2.7107822281099996e-11
0.073066,2.60281281909e-11,2.60281281909e-11
0.080734,4.43947708039e-11,4.43947708039e-11
0.063429,1.64352337149e-11,1.64352337149e-11
0.084323,1.73382685344e-11,1.73382685344e-11
0.054069,8.598075789599999e-12,8.598075789599999e-12
0.116245,4.73180376185e-11,4.73180376185e-11
0.081378,2.0346410752799997e-11,2.0346410752799997e-11
0.077987,1.35583522954e-11,1.35583522954e-11
0.07265,1.2588206691500001e-11,1.2588206691500001e-11
0.060318,1.11216386677e-11,1.11216386677e-11
0.032467,6.5679745615e-12,6.5679745615e-12
0.05154,1.24510243528e-11,1.24510243528e-11
0.092202,1.90229466075e-11,1.90229466075e-11
0.108368,4.4471750821299996e-11,4.4471750821299996e-11
0.146729,9.87199638524e-11,9.87199638524e-11
0.122359,3.65812990378e-11,3.65812990378e-11
0.113833,2.87816441979e-11,2.87816441979e-11
0.122263,4.09721207995e-11,4.09721207995e-11
0.121482,3.39718738326e-11,3.39718738326e-11
0.133357,6.45872215219e-11,6.45872215219e-11
0.13151,4.8973107992599995e-11,4.8973107992599995e-11
0.138306,9.49331391503e-11,9.49331391503e-11
0.107276,5.09884053712e-11,5.09884053712e-11
0.10812,9.894300851819999e-11,9.894300851819999e-11
0.08364,7.18371600837e-11,7.18371600837e-11
0.052012,4.28739219986e-11,4.28739219986e-11
0.072765,8.610905792499999e-11,8.610905792499999e-11
0.087788,1.453787367065e-10,1.453787367065e-10
0.112701,3.759368495894e-10,3.759368495894e-10
0.102982,4.6513695128999997e-10,4.6513695128999997e-10
0.116337,9.727175260198e-10,9.727175260198e-10
0.165324,3.9023539435979996e-09,3.9023539435979996e-09
0.120077,8.891537432855e-10,8.891537432855e-10
0.148852,2.2087836915649997e-09,2.2087836915649997e-09
0.143014,1.74024185489e-09,1.74024185489e-09
0.133494,1.222748622535e-09,1.222748622535e-09
0.108496,9.285724468108e-10,9.285724468108e-10
0.131902,9.375031157524999e-10,9.375031157524999e-10
0.163413,2.180478731321e-09,2.180478731321e-09
0.151957,1.616758011594e-09,1.616758011594e-09
0.133395,8.385314864585999e-10,8.385314864585999e-10
0.102942,3.480967302197e-10,3.480967302197e-10
0.080401,1.782067664344e-10,1.782067664344e-10
0.038751,3.3042192084e-11,3.3042192084e-11
0.022297,2.4098693139399997e-11,2.4098693139399997e-11
0.0,2.11320016996e-11,2.11320016996e-11
0.070023,1.254152521941e-10,1.254152521941e-10
0.062475,8.114187295609999e-11,8.114187295609999e-11
0.083853,1.1958253549109998e-10,1.1958253549109998e-10
0.097505,1.919378303073e-10,1.919378303073e-10
0.095358,1.4271897841299997e-10,1.4271897841299997e-10
0.09939,9.34113034217e-11,9.34113034217e-11
0.13177,1.111946743644e-10,1.111946743644e-10
0.105434,9.203059772499999e-11,9.203059772499999e-11
0.072683,6.06128813928e-11,6.06128813928e-11
0.118527,1.910150570218e-10,1.910150570218e-10
0.055621,3.1230200905199995e-11,3.1230200905199995e-11
0.076016,2.59738474094e-11,2.59738474094e-11
0.089183,2.62837413256e-11,2.62837413256e-11
0.09135,3.24451034875e-11,3.24451034875e-11
0.072457,1.6772761483499997e-11,1.6772761483499997e-11
0.034168,6.4909945441e-12,6.4909945441e-12
0.053715,1.50821618706e-11,1.50821618706e-11
0.062708,1.29346167698e-11,1.29346167698e-11
0.070677,9.9925984125e-12,9.9925984125e-12
0.065561,1.2578337458499998e-11,1.2578337458499998e-11
0.098698,2.98919329104e-11,2.98919329104e-11
0.059311,1.45462625187e-11,1.45462625187e-11
0.075663,1.57009627797e-11,1.57009627797e-11
0.116689,4.78874923626e-11,4.78874923626e-11
0.112499,4.325290054579999e-11,4.325290054579999e-11
0.115464,5.11216400167e-11,5.11216400167e-11
0.072558,2.21732057811e-11,2.21732057811e-11
0.122054,5.833210164649999e-11,5.833210164649999e-11
0.145312,8.76358282701e-11,8.76358282701e-11
0.152044,7.984209497e-11,7.984209497e-11
0.163851,1.3324352780969998e-10,1.3324352780969998e-10
0.128719,7.30323242e-11,7.30323242e-11
0.117649,6.78351861022e-11,6.78351861022e-11
0.119214,5.20829033109e-11,5.20829033109e-11
0.127869,7.59684210175e-11,7.59684210175e-11
0.10297,6.12721461572e-11,6.12721461572e-11
0.142216,1.657133043797e-10,1.657133043797e-10
0.149475,2.019462194926e-10,2.019462194926e-10
0.124027,1.037710373018e-10,1.037710373018e-10
0.147595,4.803612301158e-10,4.803612301158e-10
0.090325,1.324826099454e-10,1.324826099454e-10
0.078443,1.308719511198e-10,1.308719511198e-10
0.07563,1.352864590407e-10,1.352864590407e-10
0.143938,8.167194946052999e-10,8.167194946052999e-10
0.118841,1.092346446906e-09,1.092346446906e-09
0.129896,1.337962048577e-09,1.337962048577e-09
0.193056,3.831147427503e-09,3.831147427503e-09
0.16603,2.581218937286e-09,2.581218937286e-09
0.154821,2.488408670154e-09,2.488408670154e-09
0.190886,5.772859804855e-09,5.772859804855e-09
0.151614,1.986044971988e-09,1.986044971988e-09
0.127072,1.1743696423689998e-09,1.1743696423689998e-09
0.208589,3.3649643375149995e-09,3.3649643375149995e-09
0.13849,6.551196865399999e-10,6.551196865399999e-10
0.156671,1.048734306279e-09,1.048734306279e-09
0.092434,2.175228299365e-10,2.175228299365e-10
0.064786,1.0609129398009999e-10,1.0609129398009999e-10
0.074972,7.74981521325e-11,7.74981521325e-11
0.070464,7.756230214699998e-11,7.756230214699998e-11
0.069714,8.23360501491e-11,8.23360501491e-11
0.055612,8.245053325190001e-11,8.245053325190001e-11
0.053064,8.102837677659999e-11,8.102837677659999e-11
0.095768,2.408112590466e-10,2.408112590466e-10
0.14655,4.3194375994109994e-10,4.3194375994109994e-10
0.106979,1.220577391275e-10,1.220577391275e-10
0.121072,1.2005132405859999e-10,1.2005132405859999e-10
0.158938,2.392242863802e-10,2.392242863802e-10
0.103439,1.075637835437e-10,1.075637835437e-10
0.092832,7.44515199054e-11,7.44515199054e-11
0.155273,3.699077351497e-10,3.699077351497e-10
0.080021,4.645151896109999e-11,4.645151896109999e-11
0.089833,3.6390822840900003e-11,3.6390822840900003e-11
0.047478,1.18687396058e-11,1.18687396058e-11
0.071505,1.2958302928999998e-11,1.2958302928999998e-11
0.030638,7.687145583699999e-12,7.687145583699999e-12
0.015816,6.9587961882999996e-12,6.9587961882999996e-12
0.0,5.170491168699999e-12,5.170491168699999e-12
0.0,3.9170985777e-12,3.9170985777e-12
0.021602,6.9420184922e-12,6.9420184922e-12
0.080403,2.14863071643e-11,2.14863071643e-11
0.123642,4.04549729903e-11,4.04549729903e-11
0.146413,5.73027406446e-11,5.73027406446e-11
0.16837,1.250994367381e-10,1.250994367381e-10
0.137079,7.82294622978e-11,7.82294622978e-11
0.117693,6.32756004562e-11,6.32756004562e-11
0.118259,1.1647372709609998e-10,1.1647372709609998e-10
0.111914,1.1720405033809999e-10,1.1720405033809999e-10
0.155713,1.6023489314139999e-10,1.6023489314139999e-10
0.162307,1.591680290541e-10,1.591680290541e-10
0.152539,1.097685701959e-10,1.097685701959e-10
0.178666,2.824613961532e-10,2.824613961532e-10
0.171146,1.803908276973e-10,1.803908276973e-10
0.157121,1.425393583724e-10,1.425393583724e-10
0.138748,8.15238122732e-11,8.15238122732e-11
0.123339,6.54349886366e-11,6.54349886366e-11
0.106312,4.9479399645499996e-11,4.9479399645499996e-11
0.15086,1.770619354064e-10,1.770619354064e-10
0.141468,1.7745275703319998e-10,1.7745275703319998e-10
0.115752,1.008270450979e-10,1.008270450979e-10
0.125923,2.618652938055e-10,2.618652938055e-10
0.109888,3.159891545008e-10,3.159891545008e-10
0.106736,2.236437282431e-10,2.236437282431e-10
0.097444,2.875943842365e-10,2.875943842365e-10
0.114975,7.154266217098e-10,7.154266217098e-10
0.151566,1.873061992604e-09,1.873061992604e-09
0.152361,1.97512960029e-09,1.97512960029e-09
0.174119,2.9013571173399997e-09,2.9013571173399997e-09
0.118282,1.353190275096e-09,1.353190275096e-09
0.148352,1.930925305683e-09,1.930925305683e-09
0.169652,2.992223145571e-09,2.992223145571e-09
0.181332,2.5428769670809997e-09,2.5428769670809997e-09
0.190645,3.4629658212049996e-09,3.4629658212049996e-09
0.203127,4.640108718047e-09,4.640108718047e-09
0.129196,6.673486531503e-10,6.673486531503e-10
0.119121,2.8661634324619997e-10,2.8661634324619997e-10
0.130484,4.110979659985e-10,4.110979659985e-10
0.090231,2.383429638733e-10,2.383429638733e-10
0.07353,7.58361732953e-11,7.58361732953e-11
0.119994,1.7452652944869998e-10,1.7452652944869998e-10
0.097484,1.226390369512e-10,1.226390369512e-10
0.069421,9.810017602e-11,9.810017602e-11
0.087683,2.42398231713e-10,2.42398231713e-10
0.092577,2.4406810593659996e-10,2.4406810593659996e-10
0.124568,4.277118328307e-10,4.277118328307e-10
0.114313,2.412385968355e-10,2.412385968355e-10
0.116097,1.839190784948e-10,1.839190784948e-10
0.140089,2.395884610779e-10,2.395884610779e-10
0.100262,9.44692851993e-11,9.44692851993e-11
0.094358,1.35435484459e-10,1.35435484459e-10
0.151502,3.0104121419900003e-10,3.0104121419900003e-10
0.124683,1.10653840396e-10,1.10653840396e-10
0.129079,8.353713580519999e-11,8.353713580519999e-11
0.086321,2.20301019026e-11,2.20301019026e-11
0.099363,3.6413522076799995e-11,3.6413522076799995e-11
0.050455,1.11176909745e-11,1.11176909745e-11
0.030617,9.010609728999999e-12,9.010609728999999e-12
0.041616,1.7343203150899996e-11,1.7343203150899996e-11
0.064351,1.51443380385e-11,1.51443380385e-11
0.027061,6.8354307758e-12,6.8354307758e-12
0.125612,5.447816616e-11,5.447816616e-11
0.155005,1.3305502545939998e-10,1.3305502545939998e-10
0.193248,2.128566565741e-10,2.128566565741e-10
0.151332,8.919220631419999e-11,8.919220631419999e-11
0.158019,8.51448338609e-11,8.51448338609e-11
0.127719,1.000602056938e-10,1.000602056938e-10
0.169008,2.704850819077e-10,2.704850819077e-10
0.144586,1.5545324975289997e-10,1.5545324975289997e-10
0.144422,9.62112048238e-11,9.62112048238e-11
0.151337,1.6715421239769997e-10,1.6715421239769997e-10
0.187871,3.286829619854e-10,3.286829619854e-10
0.186813,5.059975497566e-10,5.059975497566e-10
0.166788,2.991088183776e-10,2.991088183776e-10
0.169557,1.92509258898e-10,1.92509258898e-10
0.143135,1.174803888621e-10,1.174803888621e-10
0.160243,1.5043178400249999e-10,1.5043178400249999e-10
0.095175,4.4269431544799996e-11,4.4269431544799996e-11
0.128087,1.091961546819e-10,1.091961546819e-10
0.128374,1.457172513984e-10,1.457172513984e-10
0.106989,1.4031187248429998e-10,1.4031187248429998e-10
0.169742,5.950505998855e-10,5.950505998855e-10
0.096349,1.748324756717e-10,1.748324756717e-10
0.100141,2.731527355876e-10,2.731527355876e-10
0.169787,1.570826601212e-09,1.570826601212e-09
0.153089,1.46202817662e-09,1.46202817662e-09
0.202593,4.9157465265039995e-09,4.9157465265039995e-09
0.157711,1.4478954349639998e-09,1.4478954349639998e-09
0.126147,1.0024476035089999e-09,1.0024476035089999e-09
0.173696,4.126652001989e-09,4.126652001989e-09
0.202008,6.740311108146e-09,6.740311108146e-09
0.206562,4.850599719470999e-09,4.850599719470999e-09
0.206094,5.870959980875e-09,5.870959980875e-09
0.181054,2.959792845933e-09,2.959792845933e-09
0.181256,3.188689966902e-09,3.188689966902e-09
0.144885,1.268719509849e-09,1.268719509849e-09
0.140527,9.038549527622999e-10,9.038549527622999e-10
0.14217,6.544377225396999e-10,6.544377225396999e-10
0.121532,4.2064447507939997e-10,4.2064447507939997e-10
0.094226,1.971270730187e-10,1.971270730187e-10
0.13262,2.8983371320419996e-10,2.8983371320419996e-10
0.128084,3.116664304468e-10,3.116664304468e-10
0.071964,1.0908858004219999e-10,1.0908858004219999e-10
0.110757,3.5969110514809995e-10,3.5969110514809995e-10
0.11304,3.198134822883e-10,3.198134822883e-10
0.114347,3.784860724733e-10,3.784860724733e-10
0.120504,2.5521046999359996e-10,2.5521046999359996e-10
0.134983,1.428127361265e-10,1.428127361265e-10
0.107302,9.5603260071e-11,9.5603260071e-11
0.171594,8.170333362146999e-10,8.170333362146999e-10
0.122481,2.021445910759e-10,2.021445910759e-10
0.188089,5.387900502457e-10,5.387900502457e-10
0.179587,3.102274962754e-10,3.102274962754e-10
0.127391,7.57394548119e-11,7.57394548119e-11
0.118618,5.62625234864e-11,5.62625234864e-11
0.082816,1.904761969e-11,1.904761969e-11
0.018912,3.8351839438e-12,3.8351839438e-12
0.018079,4.9997534378e-12,4.9997534378e-12
0.042804,1.0991364792099999e-11,1.0991364792099999e-11
0.085563,2.4078954673399998e-11,2.4078954673399998e-11
0.09317,2.77098454941e-11,2.77098454941e-11
0.112998,3.9838145927799997e-11,3.9838145927799997e-11
0.164879,1.342294641864e-10,1.342294641864e-10
0.180786,1.603385200879e-10,1.603385200879e-10
0.212699,3.9336098045089997e-10,3.9336098045089997e-10
0.168477,2.209928522593e-10,2.209928522593e-10
0.168857,2.74394285099e-10,2.74394285099e-10
0.147645,2.1917197877079998e-10,2.1917197877079998e-10
0.128688,1.3217370295249997e-10,1.3217370295249997e-10
0.154833,1.502679547347e-10,1.502679547347e-10
0.139966,1.346646973617e-10,1.346646973617e-10
0.206484,6.034601733248e-10,6.034601733248e-10
0.20307,7.907604510454e-10,7.907604510454e-10
0.186155,3.593999627746e-10,3.593999627746e-10
0.155838,2.562723994644e-10,2.562723994644e-10
0.122071,1.1796496820239998e-10,1.1796496820239998e-10
0.129306,1.0518529839069998e-10,1.0518529839069998e-10
0.117783,8.3770049704e-11,8.3770049704e-11
0.131594,1.295317092784e-10,1.295317092784e-10
0.125587,1.667574692311e-10,1.667574692311e-10
0.066774,7.549765860339999e-11,7.549765860339999e-11
0.128535,2.2620479420659998e-10,2.2620479420659998e-10
0.088182,9.98391348746e-11,9.98391348746e-11
0.138994,5.030900737148e-10,5.030900737148e-10
0.185015,1.470762447825e-09,1.470762447825e-09
0.165996,1.473298840706e-09,1.473298840706e-09
0.199109,4.072558735916e-09,4.072558735916e-09
0.186954,5.185857564481e-09,5.185857564481e-09
0.164408,2.711098043566e-09,2.711098043566e-09
0.184681,3.6920405883679995e-09,3.6920405883679995e-09
0.215349,6.628522305955e-09,6.628522305955e-09
0.181909,2.566237441592e-09,2.566237441592e-09
0.161248,1.360690892176e-09,1.360690892176e-09
0.166876,3.092928799103e-09,3.092928799103e-09
0.174087,2.9768074036249997e-09,2.9768074036249997e-09
0.163771,2.056422472511e-09,2.056422472511e-09
0.13752,1.31073283473e-09,1.31073283473e-09
0.117964,6.422087559294e-10,6.422087559294e-10
0.133395,7.189943494392999e-10,7.189943494392999e-10
0.114598,2.903469133202e-10,2.903469133202e-10
0.130874,3.0116951422799995e-10,3.0116951422799995e-10
0.10114,1.9306390979259997e-10,1.9306390979259997e-10
0.08533,2.653984792195e-10,2.653984792195e-10
0.14309,1.07150262681e-09,1.07150262681e-09
0.16354,9.169760980357999e-10,9.169760980357999e-10
0.112822,3.580834070924e-10,3.580834070924e-10
0.10534,2.283187839152e-10,2.283187839152e-10
0.182609,7.717355305912999e-10,7.717355305912999e-10
0.1072,1.2103429966539998e-10,1.2103429966539998e-10
0.146282,4.039980397783e-10,4.039980397783e-10
0.186744,8.979551252749e-10,8.979551252749e-10
0.178497,7.001411536394e-10,7.001411536394e-10
0.198069,5.889889169769e-10,5.889889169769e-10
0.202652,4.023617209469e-10,4.023617209469e-10
0.167892,2.822195999447e-10,2.822195999447e-10
0.086417,3.65635344184e-11,3.65635344184e-11
0.07965,2.4822107918299998e-11,2.4822107918299998e-11
0.073898,2.56027642486e-11,2.56027642486e-11
0.063695,2.1246484802399998e-11,2.1246484802399998e-11
0.071609,2.52820141761e-11,2.52820141761e-11
0.075727,2.91093027335e-11,2.91093027335e-11
0.155901,1.399674362526e-10,1.399674362526e-10
0.193706,2.557661078115e-10,2.557661078115e-10
0.214828,4.1956280714259996e-10,4.1956280714259996e-10
0.20882,3.9602172566769996e-10,3.9602172566769996e-10
0.179623,3.8856255936629996e-10,3.8856255936629996e-10
0.18927,5.000700884168e-10,5.000700884168e-10
0.19817,9.9639776368e-10,9.9639776368e-10
0.132982,1.3264249151999997e-10,1.3264249151999997e-10
0.174194,2.733007740826e-10,2.733007740826e-10
0.175651,2.675381289339e-10,2.675381289339e-10
0.232994,9.98795987299e-10,9.98795987299e-10
0.187414,6.279447534745e-10,6.279447534745e-10
0.176663,3.394295697991e-10,3.394295697991e-10
0.167997,4.5170887287019995e-10,4.5170887287019995e-10
0.15695,2.34236376022e-10,2.34236376022e-10
0.151112,2.006681538191e-10,2.006681538191e-10
0.10834,1.145768605135e-10,1.145768605135e-10
0.108676,1.146232459086e-10,1.146232459086e-10
0.132331,2.492030678665e-10,2.492030678665e-10
0.06542,6.36476705403e-11,6.36476705403e-11
0.122249,2.3611942567839996e-10,2.3611942567839996e-10
0.144695,4.314019390494e-10,4.314019390494e-10
0.147941,4.605704571809e-10,4.605704571809e-10
0.208672,4.178179267481999e-09,4.178179267481999e-09
0.205198,4.5395412337769994e-09,4.5395412337769994e-09
0.209043,4.933748007496e-09,4.933748007496e-09
0.198303,6.558352059324999e-09,6.558352059324999e-09
0.197932,7.55973378567e-09,7.55973378567e-09
0.192671,3.074315425665e-09,3.074315425665e-09
