phi,kxx,kyy
0.28286,2.12000994073e-08,2.12000994073e-08
0.231108,6.807550192575e-09,6.807550192575e-09
0.254184,1.464505354103e-08,1.464505354103e-08
0.285304,2.714463452019e-08,2.714463452019e-08
0.256651,1.357039275966e-08,1.357039275966e-08
0.287918,3.524322842766e-08,3.524322842766e-08
0.279972,3.943607337538e-08,3.943607337538e-08
0.274799,4.366454625423e-08,4.366454625423e-08
0.285,7.922872213904999e-08,7.922872213904999e-08
0.298636,1.25951151546e-07,1.25951151546e-07
0.30848,2.92533935353e-07,2.92533935353e-07
0.258972,1.463597384667e-07,1.463597384667e-07
0.271249,2.435608273604e-07,2.435608273604e-07
0.29949,5.098692498625e-07,5.098692498625e-07
0.232213,8.489149064979e-08,8.489149064979e-08
0.249923,1.456669183101e-07,1.456669183101e-07
0.265985,1.619521396834e-07,1.619521396834e-07
0.273228,2.3206514476199997e-07,2.3206514476199997e-07
0.32134,3.923533317616e-07,3.923533317616e-07
0.414935,2.4913200938889997e-06,2.4913200938889997e-06
0.415093,1.996111589648e-06,1.996111589648e-06
0.33699,3.622482234184e-07,3.622482234184e-07
0.354594,9.232292440645999e-07,9.232292440645999e-07
0.354321,8.836003258763999e-07,8.836003258763999e-07
0.364687,1.1895583919559999e-06,1.1895583919559999e-06
0.328342,6.062462578006999e-07,6.062462578006999e-07
0.293665,2.927856007945e-07,2.927856007945e-07
0.229184,8.655978579610999e-08,8.655978579610999e-08
0.270576,1.6307920609200001e-07,1.6307920609200001e-07
0.273388,1.485428128063e-07,1.485428128063e-07
0.285453,2.219620109399e-07,2.219620109399e-07
0.287478,1.8743844698259998e-07,1.8743844698259998e-07
0.243537,7.309923759974001e-08,7.309923759974001e-08
0.20569,5.2338812522589996e-08,5.2338812522589996e-08
0.158865,2.054034118125e-08,2.054034118125e-08
0.116269,7.075105099204999e-09,7.075105099204999e-09
0.088355,5.191611327319999e-09,5.191611327319999e-09
0.100007,5.220843995466e-09,5.220843995466e-09
0.133509,8.94774271479e-09,8.94774271479e-09
0.199883,1.632015845812e-08,1.632015845812e-08
0.136143,3.208497517533e-09,3.208497517533e-09
0.10038,1.19792750154e-09,1.19792750154e-09
0.138853,1.3241549916099999e-09,1.3241549916099999e-09
0.144573,2.132425435844e-09,2.132425435844e-09
0.093342,6.642230670592e-10,6.642230670592e-10
0.127762,1.426735799412e-09,1.426735799412e-09
0.116132,1.647323026195e-09,1.647323026195e-09
0.100064,6.624989120541e-10,6.624989120541e-10
0.149917,2.334004519869e-09,2.334004519869e-09
0.207684,6.879605462708e-09,6.879605462708e-09
0.202716,1.053777484342e-08,1.053777484342e-08
0.199539,7.831078477772e-09,7.831078477772e-09
0.202187,6.372553878867e-09,6.372553878867e-09
0.184027,4.521204198863e-09,4.521204198863e-09
0.190747,5.5307773885979995e-09,5.5307773885979995e-09
0.19012,4.080355429986e-09,4.080355429986e-09
0.203222,1.0951295706119998e-08,1.0951295706119998e-08
0.205031,8.316141410489e-09,8.316141410489e-09
0.248034,2.278045968759e-08,2.278045968759e-08
0.23382,1.6084579866409997e-08,1.6084579866409997e-08
0.280464,3.0775722725549994e-08,3.0775722725549994e-08
0.223001,9.344831304545e-09,9.344831304545e-09
0.253892,2.023775049747e-08,2.023775049747e-08
0.273483,2.4528893005869998e-08,2.4528893005869998e-08
0.308282,6.76723437577e-08,6.76723437577e-08
0.264202,4.018544423707e-08,4.018544423707e-08
0.333032,1.590259120989e-07,1.590259120989e-07
0.299679,9.795381529460999e-08,9.795381529460999e-08
0.24112,2.6780065053169998e-08,2.6780065053169998e-08
0.289353,9.004451327607999e-08,9.004451327607999e-08
0.281655,9.847964802885e-08,9.847964802885e-08
0.232855,6.797424359517e-08,6.797424359517e-08
0.260566,1.025502131797e-07,1.025502131797e-07
0.253881,1.355716798744e-07,1.355716798744e-07
0.288215,3.4236073200009996e-07,3.4236073200009996e-07
0.281551,2.2640415271319998e-07,2.2640415271319998e-07
0.197511,3.3264644595819995e-08,3.3264644595819995e-08
0.248221,9.796625052819e-08,9.796625052819e-08
0.309653,3.4887738654999996e-07,3.4887738654999996e-07
0.342407,4.927559998405e-07,4.927559998405e-07
0.353268,7.341337528613e-07,7.341337528613e-07
0.381509,1.4088922261479999e-06,1.4088922261479999e-06
0.334809,7.523464354395001e-07,7.523464354395001e-07
0.339235,4.816294265563e-07,4.816294265563e-07
0.306429,3.228384022028e-07,3.228384022028e-07
0.332377,8.18031115671e-07,8.18031115671e-07
0.293399,2.597710425629e-07,2.597710425629e-07
0.290679,3.156486659623e-07,3.156486659623e-07
0.292018,2.611438528732e-07,2.611438528732e-07
0.23337,5.471394213636999e-08,5.471394213636999e-08
0.28169,1.017892953154e-07,1.017892953154e-07
0.290176,3.154157520635e-07,3.154157520635e-07
0.201539,3.3228720587699996e-08,3.3228720587699996e-08
0.186111,3.8500963548629996e-08,3.8500963548629996e-08
0.145179,1.684569511537e-08,1.684569511537e-08
0.112563,8.509015831008e-09,8.509015831008e-09
0.09122,5.795608386919999e-09,5.795608386919999e-09
0.106804,4.628058384554e-09,4.628058384554e-09
0.069043,1.3425709803879999e-09,1.3425709803879999e-09
0.148611,3.8675451588069995e-09,3.8675451588069995e-09
0.165674,3.904594259489e-09,3.904594259489e-09
0.128638,2.2489909468069997e-09,2.2489909468069997e-09
0.138,1.87525296233e-09,1.87525296233e-09
0.152352,1.436220132325e-09,1.436220132325e-09
0.116667,1.005289942613e-09,1.005289942613e-09
0.089536,5.747071499026e-10,5.747071499026e-10
0.09942,5.367905436399e-10,5.367905436399e-10
0.097332,6.310061895511e-10,6.310061895511e-10
0.112292,5.963464301783999e-10,5.963464301783999e-10
0.190106,3.8376413828169995e-09,3.8376413828169995e-09
0.198796,5.3456700544499995e-09,5.3456700544499995e-09
0.19574,6.530175399109999e-09,6.530175399109999e-09
0.183827,4.5764916421289996e-09,4.5764916421289996e-09
0.162564,3.268541931105e-09,3.268541931105e-09
0.14208,1.991443442439e-09,1.991443442439e-09
0.204994,8.465176698022e-09,8.465176698022e-09
0.248995,2.231028942747e-08,2.231028942747e-08
0.240847,1.9322477829049997e-08,1.9322477829049997e-08
0.258413,2.889869330128e-08,2.889869330128e-08
0.222301,1.2522576292049998e-08,1.2522576292049998e-08
0.251178,2.1148483318709997e-08,2.1148483318709997e-08
0.256688,3.777587100012e-08,3.777587100012e-08
0.292875,6.815672571334e-08,6.815672571334e-08
0.292895,3.757661118585e-08,3.757661118585e-08
0.299677,6.770698476553e-08,6.770698476553e-08
0.306736,1.076299074048e-07,1.076299074048e-07
0.278896,4.835993254631e-08,4.835993254631e-08
0.285513,5.987446537974e-08,5.987446537974e-08
0.250851,2.306489098265e-08,2.306489098265e-08
0.251485,3.4290057904519994e-08,3.4290057904519994e-08
0.273714,1.1696817566939999e-07,1.1696817566939999e-07
0.232635,5.691714971129e-08,5.691714971129e-08
0.290473,1.361608730845e-07,1.361608730845e-07
0.272988,2.1856304709469999e-07,2.1856304709469999e-07
0.249071,9.835963815556999e-08,9.835963815556999e-08
0.240194,8.101525069671e-08,8.101525069671e-08
0.200797,3.487066488191e-08,3.487066488191e-08
0.207105,4.7071010716509996e-08,4.7071010716509996e-08
0.294786,3.5985690826249996e-07,3.5985690826249996e-07
0.300427,2.8362004410739996e-07,2.8362004410739996e-07
0.300728,2.37068845893e-07,2.37068845893e-07
0.337061,8.756013125298999e-07,8.756013125298999e-07
0.287157,4.262975717418e-07,4.262975717418e-07
0.285882,3.3995559991799997e-07,3.3995559991799997e-07
0.323364,5.741110482293999e-07,5.741110482293999e-07
0.295834,3.1315076309e-07,3.1315076309e-07
0.267748,1.6565310205840002e-07,1.6565310205840002e-07
0.306961,3.929750934406e-07,3.929750934406e-07
0.278034,1.313348181475e-07,1.313348181475e-07
0.204722,1.936994883978e-08,1.936994883978e-08
0.242294,5.398875089552999e-08,5.398875089552999e-08
0.260702,1.2878066064709998e-07,1.2878066064709998e-07
0.218477,1.3066864492e-07,1.3066864492e-07
0.181143,5.077641424635999e-08,5.077641424635999e-08
0.15807,2.344692899208e-08,2.344692899208e-08
0.142378,1.534922331558e-08,1.534922331558e-08
0.093611,7.619807806941e-09,7.619807806941e-09
0.135092,4.860567644801e-09,4.860567644801e-09
0.119903,2.889069922255e-09,2.889069922255e-09
0.163765,4.822442797722e-09,4.822442797722e-09
0.162369,4.762733938072e-09,4.762733938072e-09
0.144967,2.260932718737e-09,2.260932718737e-09
0.117969,8.451695325744e-10,8.451695325744e-10
0.076227,2.986489121198e-10,2.986489121198e-10
0.083695,3.2088824176199995e-10,3.2088824176199995e-10
0.024283,8.264298329540001e-11,8.264298329540001e-11
0.078413,2.114986501133e-10,2.114986501133e-10
0.092541,4.4005626946709996e-10,4.4005626946709996e-10
0.124393,9.421791583479e-10,9.421791583479e-10
0.121251,7.849454989618e-10,7.849454989618e-10
0.158657,2.5046238199729996e-09,2.5046238199729996e-09
0.16332,1.998628244063e-09,1.998628244063e-09
0.184157,3.1916902137339997e-09,3.1916902137339997e-09
0.148565,2.37325445951e-09,2.37325445951e-09
0.142443,2.260014880068e-09,2.260014880068e-09
0.182864,5.406582960526e-09,5.406582960526e-09
0.249168,2.9279843079739997e-08,2.9279843079739997e-08
0.234236,2.0407698689729998e-08,2.0407698689729998e-08
0.221717,1.244105642747e-08,1.244105642747e-08
0.197814,1.095514470699e-08,1.095514470699e-08
0.228233,2.433565342373e-08,2.433565342373e-08
0.234798,2.610520690063e-08,2.610520690063e-08
0.259905,3.5911079424769995e-08,3.5911079424769995e-08
0.32888,1.3000740630899997e-07,1.3000740630899997e-07
0.338193,1.4555046136070002e-07,1.4555046136070002e-07
0.290984,5.038628346586999e-08,5.038628346586999e-08
0.332457,1.110239366335e-07,1.110239366335e-07
0.324645,6.337152940096e-08,6.337152940096e-08
0.288323,2.416846861671e-08,2.416846861671e-08
0.299064,7.413254629483999e-08,7.413254629483999e-08
0.279313,6.268522293813999e-08,6.268522293813999e-08
0.270774,8.361283282231e-08,8.361283282231e-08
0.251622,6.841145061707e-08,6.841145061707e-08
0.261803,1.155006207223e-07,1.155006207223e-07
0.248136,9.358687707676999e-08,9.358687707676999e-08
0.261724,8.378672870777e-08,8.378672870777e-08
0.256974,1.100310917937e-07,1.100310917937e-07
0.259016,1.3751690569869998e-07,1.3751690569869998e-07
0.239118,1.2023587871569999e-07,1.2023587871569999e-07
0.229387,7.040523306773e-08,7.040523306773e-08
0.29691,3.2471059570289996e-07,3.2471059570289996e-07
0.340281,1.5985492767089999e-06,1.5985492767089999e-06
0.292686,5.031147467973e-07,5.031147467973e-07
0.313222,7.009415484357e-07,7.009415484357e-07
0.318498,6.317424343329e-07,6.317424343329e-07
0.30658,3.941949306394e-07,3.941949306394e-07
0.2758,1.429686700079e-07,1.429686700079e-07
0.294374,2.6772465743759995e-07,2.6772465743759995e-07
0.215377,2.849435082527e-08,2.849435082527e-08
0.235639,3.8386677830489995e-08,3.8386677830489995e-08
0.239698,3.6520800639509997e-08,3.6520800639509997e-08
0.221485,4.2857539071820004e-08,4.2857539071820004e-08
0.171154,2.4354108889439998e-08,2.4354108889439998e-08
0.166882,3.185896973963e-08,3.185896973963e-08
0.177198,3.494655928367999e-08,3.494655928367999e-08
0.152568,2.988087936944e-08,2.988087936944e-08
0.137098,7.484184807055e-09,7.484184807055e-09
0.130587,3.755450410393e-09,3.755450410393e-09
0.142792,3.3311819529559997e-09,3.3311819529559997e-09
0.142338,2.154907548618e-09,2.154907548618e-09
0.08417,5.464041635052e-10,5.464041635052e-10
0.117529,9.051695345978999e-10,9.051695345978999e-10
0.142048,1.0788354669289998e-09,1.0788354669289998e-09
0.099951,2.677068928182e-10,2.677068928182e-10
0.043135,9.13742937305e-11,9.13742937305e-11
0.034486,8.89178416368e-11,8.89178416368e-11
0.058452,1.023903316051e-10,1.023903316051e-10
0.06596,1.290264045488e-10,1.290264045488e-10
0.095114,2.948275451022e-10,2.948275451022e-10
0.107068,4.712844965256999e-10,4.712844965256999e-10
0.152494,1.198904555607e-09,1.198904555607e-09
0.140642,9.724569782686e-10,9.724569782686e-10
0.14993,1.531547053872e-09,1.531547053872e-09
0.125005,1.6568073591079999e-09,1.6568073591079999e-09
0.131513,1.4934518144919998e-09,1.4934518144919998e-09
0.105709,9.782709434289e-10,9.782709434289e-10
0.185988,5.652652546915e-09,5.652652546915e-09
0.215615,1.337517933092e-08,1.337517933092e-08
0.1807,6.4504714734019996e-09,6.4504714734019996e-09
0.222526,1.3941377228129999e-08,1.3941377228129999e-08
0.257205,2.560819232675e-08,2.560819232675e-08
0.249562,3.658810880856999e-08,3.658810880856999e-08
0.270909,4.9612042137019995e-08,4.9612042137019995e-08
0.309465,1.246415043269e-07,1.246415043269e-07
0.304674,5.547298484639999e-08,5.547298484639999e-08
0.32504,8.479654862833e-08,8.479654862833e-08
0.331112,8.932297365145e-08,8.932297365145e-08
0.346343,9.144012151461e-08,9.144012151461e-08
0.315018,5.765497357037e-08,5.765497357037e-08
0.282485,3.081460750357e-08,3.081460750357e-08
0.279035,5.667880773434e-08,5.667880773434e-08
0.263906,6.517197357714999e-08,6.517197357714999e-08
0.219322,1.9644214824849997e-08,1.9644214824849997e-08
0.235004,3.6247620270069996e-08,3.6247620270069996e-08
0.263466,1.08522086068e-07,1.08522086068e-07
0.253117,7.414863314463e-08,7.414863314463e-08
0.268962,1.1962299934639998e-07,1.1962299934639998e-07
0.242067,1.141021504062e-07,1.141021504062e-07
0.238776,1.2579521766459999e-07,1.2579521766459999e-07
0.234846,7.109134214589e-08,7.109134214589e-08
0.303719,2.999052654807e-07,2.999052654807e-07
0.226967,6.496452229948999e-08,6.496452229948999e-08
0.274328,1.74310393246e-07,1.74310393246e-07
