"f_72-0:0","f_72-0:1","f_72-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-1.1301e-20,0,1,0,0.5,0,0
0,-5.435e-07,0,1,0.01,0.5,0.01,0
0,-1.087e-06,0,1,0.02,0.5,0.02,0
0,-1.6305e-06,0,1,0.03,0.5,0.03,0
0,-2.174e-06,0,1,0.04,0.5,0.04,0
0,-2.7175e-06,0,1,0.05,0.5,0.05,0
0,-3.261e-06,0,1,0.06,0.5,0.06,0
0,-3.8045e-06,0,1,0.07,0.5,0.07,0
0,-4.348e-06,0,1,0.08,0.5,0.08,0
0,-4.8915e-06,0,1,0.09,0.5,0.09,0
0,-5.435e-06,0,1,0.1,0.5,0.1,0
0,-5.9785e-06,0,1,0.11,0.5,0.11,0
0,-6.522e-06,0,1,0.12,0.5,0.12,0
0,-7.0655e-06,0,1,0.13,0.5,0.13,0
0,-7.609e-06,0,1,0.14,0.5,0.14,0
0,-8.1525e-06,0,1,0.15,0.5,0.15,0
0,-8.696e-06,0,1,0.16,0.5,0.16,0
0,-9.2395e-06,0,1,0.17,0.5,0.17,0
0,-9.783e-06,0,1,0.18,0.5,0.18,0
0,-1.0326e-05,0,1,0.19,0.5,0.19,0
0,-1.087e-05,0,1,0.2,0.5,0.2,0
0,-1.1413e-05,0,1,0.21,0.5,0.21,0
0,-1.1957e-05,0,1,0.22,0.5,0.22,0
0,-1.25e-05,0,1,0.23,0.5,0.23,0
0,-1.3044e-05,0,1,0.24,0.5,0.24,0
0,-1.3587e-05,0,1,0.25,0.5,0.25,0
0,-1.4131e-05,0,1,0.26,0.5,0.26,0
0,-1.4675e-05,0,1,0.27,0.5,0.27,0
0,-1.5219e-05,0,1,0.28,0.5,0.28,0
0,-1.5763e-05,0,1,0.29,0.5,0.29,0
0,-1.6307e-05,0,1,0.3,0.5,0.3,0
0,-1.6851e-05,0,1,0.31,0.5,0.31,0
0,-1.7395e-05,0,1,0.32,0.5,0.32,0
0,-1.7939e-05,0,1,0.33,0.5,0.33,0
0,-1.8483e-05,0,1,0.34,0.5,0.34,0
0,-1.9027e-05,0,1,0.35,0.5,0.35,0
0,-1.9571e-05,0,1,0.36,0.5,0.36,0
0,-2.0115e-05,0,1,0.37,0.5,0.37,0
0,-2.0659e-05,0,1,0.38,0.5,0.38,0
0,-2.1203e-05,0,1,0.39,0.5,0.39,0
0,-2.1747e-05,0,1,0.4,0.5,0.4,0
0,-2.2291e-05,0,1,0.41,0.5,0.41,0
0,-2.2834e-05,0,1,0.42,0.5,0.42,0
0,-2.3378e-05,0,1,0.43,0.5,0.43,0
0,-2.3922e-05,0,1,0.44,0.5,0.44,0
0,-2.4466e-05,0,1,0.45,0.5,0.45,0
0,-2.501e-05,0,1,0.46,0.5,0.46,0
0,-2.5554e-05,0,1,0.47,0.5,0.47,0
0,-2.6098e-05,0,1,0.48,0.5,0.48,0
0,-2.6642e-05,0,1,0.49,0.5,0.49,0
0,-2.7186e-05,0,1,0.5,0.5,0.5,0
0,-2.7731e-05,0,1,0.51,0.5,0.51,0
0,-2.8276e-05,0,1,0.52,0.5,0.52,0
0,-2.8821e-05,0,1,0.53,0.5,0.53,0
0,-2.9365e-05,0,1,0.54,0.5,0.54,0
0,-2.991e-05,0,1,0.55,0.5,0.55,0
0,-3.0455e-05,0,1,0.56,0.5,0.56,0
0,-3.1e-05,0,1,0.57,0.5,0.57,0
0,-3.1545e-05,0,1,0.58,0.5,0.58,0
0,-3.209e-05,0,1,0.59,0.5,0.59,0
0,-3.2634e-05,0,1,0.6,0.5,0.6,0
0,-3.3179e-05,0,1,0.61,0.5,0.61,0
0,-3.3724e-05,0,1,0.62,0.5,0.62,0
0,-3.4269e-05,0,1,0.63,0.5,0.63,0
0,-3.4814e-05,0,1,0.64,0.5,0.64,0
0,-3.5359e-05,0,1,0.65,0.5,0.65,0
0,-3.5903e-05,0,1,0.66,0.5,0.66,0
0,-3.6448e-05,0,1,0.67,0.5,0.67,0
0,-3.6993e-05,0,1,0.68,0.5,0.68,0
0,-3.7538e-05,0,1,0.69,0.5,0.69,0
