"f_72-0:0","f_72-0:1","f_72-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,-3.1577e-21,0,1,0,0.5,0,0
0,-7.5235e-07,0,1,0.01,0.5,0.01,0
0,-1.5047e-06,0,1,0.02,0.5,0.02,0
0,-2.2571e-06,0,1,0.03,0.5,0.03,0
0,-3.0094e-06,0,1,0.04,0.5,0.04,0
0,-3.7618e-06,0,1,0.05,0.5,0.05,0
0,-4.5141e-06,0,1,0.06,0.5,0.06,0
0,-5.2665e-06,0,1,0.07,0.5,0.07,0
0,-6.0188e-06,0,1,0.08,0.5,0.08,0
0,-6.7712e-06,0,1,0.09,0.5,0.09,0
0,-7.5235e-06,0,1,0.1,0.5,0.1,0
0,-8.2759e-06,0,1,0.11,0.5,0.11,0
0,-9.0282e-06,0,1,0.12,0.5,0.12,0
0,-9.7806e-06,0,1,0.13,0.5,0.13,0
0,-1.0533e-05,0,1,0.14,0.5,0.14,0
0,-1.1285e-05,0,1,0.15,0.5,0.15,0
0,-1.2038e-05,0,1,0.16,0.5,0.16,0
0,-1.279e-05,0,1,0.17,0.5,0.17,0
0,-1.3542e-05,0,1,0.18,0.5,0.18,0
0,-1.4295e-05,0,1,0.19,0.5,0.19,0
0,-1.5047e-05,0,1,0.2,0.5,0.2,0
0,-1.5799e-05,0,1,0.21,0.5,0.21,0
0,-1.6552e-05,0,1,0.22,0.5,0.22,0
0,-1.7304e-05,0,1,0.23,0.5,0.23,0
0,-1.8056e-05,0,1,0.24,0.5,0.24,0
0,-1.8809e-05,0,1,0.25,0.5,0.25,0
0,-1.9561e-05,0,1,0.26,0.5,0.26,0
0,-2.0314e-05,0,1,0.27,0.5,0.27,0
0,-2.1066e-05,0,1,0.28,0.5,0.28,0
0,-2.1819e-05,0,1,0.29,0.5,0.29,0
0,-2.2571e-05,0,1,0.3,0.5,0.3,0
0,-2.3324e-05,0,1,0.31,0.5,0.31,0
0,-2.4076e-05,0,1,0.32,0.5,0.32,0
0,-2.4829e-05,0,1,0.33,0.5,0.33,0
0,-2.5581e-05,0,1,0.34,0.5,0.34,0
0,-2.6334e-05,0,1,0.35,0.5,0.35,0
0,-2.7086e-05,0,1,0.36,0.5,0.36,0
0,-2.7838e-05,0,1,0.37,0.5,0.37,0
0,-2.8591e-05,0,1,0.38,0.5,0.38,0
0,-2.9343e-05,0,1,0.39,0.5,0.39,0
0,-3.0096e-05,0,1,0.4,0.5,0.4,0
0,-3.0848e-05,0,1,0.41,0.5,0.41,0
0,-3.1601e-05,0,1,0.42,0.5,0.42,0
0,-3.2353e-05,0,1,0.43,0.5,0.43,0
