"f_10549-0:0","f_10549-0:1","f_10549-0:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.2089e-05,0,0,1,0,0.5,0,0
3.2089e-05,-6.4858e-08,0,1,0.001,0.5,0.001,0
3.2089e-05,-1.2972e-07,0,1,0.002,0.5,0.002,0
3.2089e-05,-1.9457e-07,0,1,0.003,0.5,0.003,0
3.2089e-05,-2.5943e-07,0,1,0.004,0.5,0.004,0
3.2089e-05,-3.2429e-07,0,1,0.005,0.5,0.005,0
3.2089e-05,-3.8915e-07,0,1,0.006,0.5,0.006,0
3.2089e-05,-4.54e-07,0,1,0.007,0.5,0.007,0
3.2089e-05,-5.1886e-07,0,1,0.008,0.5,0.008,0
3.2089e-05,-5.8372e-07,0,1,0.009,0.5,0.009,0
3.2089e-05,-6.4858e-07,0,1,0.01,0.5,0.01,0
3.2089e-05,-7.1343e-07,0,1,0.011,0.5,0.011,0
3.2089e-05,-7.7829e-07,0,1,0.012,0.5,0.012,0
3.2089e-05,-8.4315e-07,0,1,0.013,0.5,0.013,0
3.2089e-05,-9.0801e-07,0,1,0.014,0.5,0.014,0
3.2089e-05,-9.7286e-07,0,1,0.015,0.5,0.015,0
3.2089e-05,-1.0377e-06,0,1,0.016,0.5,0.016,0
3.2089e-05,-1.1026e-06,0,1,0.017,0.5,0.017,0
3.2089e-05,-1.1674e-06,0,1,0.018,0.5,0.018,0
3.2089e-05,-1.2323e-06,0,1,0.019,0.5,0.019,0
3.2089e-05,-1.2972e-06,0,1,0.02,0.5,0.02,0
3.2089e-05,-1.362e-06,0,1,0.021,0.5,0.021,0
3.2089e-05,-1.4269e-06,0,1,0.022,0.5,0.022,0
3.2089e-05,-1.4917e-06,0,1,0.023,0.5,0.023,0
3.2089e-05,-1.5566e-06,0,1,0.024,0.5,0.024,0
3.2089e-05,-1.6214e-06,0,1,0.025,0.5,0.025,0
3.2089e-05,-1.6863e-06,0,1,0.026,0.5,0.026,0
3.2089e-05,-1.7512e-06,0,1,0.027,0.5,0.027,0
3.2089e-05,-1.816e-06,0,1,0.028,0.5,0.028,0
3.2089e-05,-1.8809e-06,0,1,0.029,0.5,0.029,0
3.2089e-05,-1.9457e-06,0,1,0.03,0.5,0.03,0
3.2089e-05,-2.0106e-06,0,1,0.031,0.5,0.031,0
3.2089e-05,-2.0754e-06,0,1,0.032,0.5,0.032,0
3.2089e-05,-2.1403e-06,0,1,0.033,0.5,0.033,0
3.2089e-05,-2.2052e-06,0,1,0.034,0.5,0.034,0
3.2089e-05,-2.27e-06,0,1,0.035,0.5,0.035,0
3.2089e-05,-2.3349e-06,0,1,0.036,0.5,0.036,0
3.2089e-05,-2.3997e-06,0,1,0.037,0.5,0.037,0
3.2089e-05,-2.4646e-06,0,1,0.038,0.5,0.038,0
3.2089e-05,-2.5294e-06,0,1,0.039,0.5,0.039,0
3.2089e-05,-2.5943e-06,0,1,0.04,0.5,0.04,0
3.2089e-05,-2.6592e-06,0,1,0.041,0.5,0.041,0
3.2089e-05,-2.724e-06,0,1,0.042,0.5,0.042,0
3.2089e-05,-2.7889e-06,0,1,0.043,0.5,0.043,0
3.2089e-05,-2.8537e-06,0,1,0.044,0.5,0.044,0
3.2089e-05,-2.9186e-06,0,1,0.045,0.5,0.045,0
3.2089e-05,-2.9835e-06,0,1,0.046,0.5,0.046,0
3.2089e-05,-3.0483e-06,0,1,0.047,0.5,0.047,0
3.2089e-05,-3.1132e-06,0,1,0.048,0.5,0.048,0
3.2089e-05,-3.178e-06,0,1,0.049,0.5,0.049,0
3.2089e-05,-3.2429e-06,0,1,0.05,0.5,0.05,0
3.2089e-05,-3.3077e-06,0,1,0.051,0.5,0.051,0
